playerid,Name,Team,G,PA,AB,H,HR,R,RBI,BB,SO,HBP,SB,CS,AVG,OBP,SLG,OPS,wOBA
19170,Corey Ray,MIL,66,280,256,53,8,28,25,21,99,2,6,2,0.207,0.271,0.359,0.631,0.273
sa3008280,Michael Helman,MIN,105,421,389,84,13,40,42,27,85,2,9,3,0.216,0.269,0.362,0.632,0.274
5000,Stephen Vogt,,77,237,210,43,7,23,27,24,59,0,0,0,0.205,0.284,0.362,0.646,0.28
sa1170516,Alex Isola,MIN,99,422,386,87,15,51,52,33,94,1,1,0,0.225,0.287,0.376,0.663,0.288
sa738152,Edwin Díaz,,101,397,361,64,11,36,36,29,143,4,2,0,0.177,0.245,0.327,0.572,0.25
sa3006936,Daniel Schneemann,CLE,62,228,211,48,4,25,18,14,59,2,6,2,0.227,0.281,0.327,0.608,0.268
10882,Jared Hoying,,114,396,369,86,13,47,43,23,83,2,10,3,0.233,0.28,0.393,0.673,0.289
sa828682,Forrest Wall,,100,429,391,86,8,43,30,32,123,4,21,5,0.22,0.285,0.34,0.625,0.274
sa3007010,Josh Stowers,TEX,95,392,351,71,11,43,38,33,127,4,16,6,0.202,0.277,0.342,0.619,0.273
sa3011467,Cameron Cannon,BOS,97,427,402,99,8,49,39,18,70,6,5,3,0.246,0.289,0.371,0.659,0.287
19878,Adam Haseley,PHI,105,405,368,89,9,48,41,27,92,5,7,2,0.242,0.301,0.37,0.671,0.292
sa548359,Roberto Peña,,44,163,150,31,3,17,14,11,29,1,0,0,0.207,0.265,0.313,0.579,0.256
14738,Phillip Ervin,ATL,97,294,262,54,8,35,26,27,78,3,7,3,0.206,0.287,0.355,0.642,0.282
sa916844,Ricardo Genovés,SFG,109,427,394,90,12,50,40,26,107,3,0,1,0.228,0.28,0.365,0.645,0.281
5491,Austin Romine,,56,177,169,41,4,17,22,7,48,0,0,0,0.243,0.271,0.361,0.632,0.273
5519,Rubén Tejada,,86,328,296,64,4,31,21,23,66,6,2,2,0.216,0.284,0.301,0.585,0.262
sa3010327,Grae Kessinger,HOU,89,344,317,62,8,32,25,21,87,4,10,4,0.196,0.254,0.303,0.556,0.247
sa604598,Joey Meneses,,103,416,383,94,13,48,48,25,94,2,0,0,0.245,0.293,0.399,0.692,0.296
sa3011255,Jake Mangum,NYM,82,348,321,75,6,39,30,16,73,7,10,4,0.234,0.283,0.34,0.623,0.273
sa3010269,Blake Sabol,PIT,70,304,275,61,6,35,26,25,92,1,4,2,0.222,0.287,0.342,0.629,0.276
sa492636,Martin Cervenka,,69,237,215,41,6,21,20,16,69,2,1,0,0.191,0.25,0.307,0.557,0.245
14329,Anthony Alford,PIT,107,383,344,79,10,46,43,33,134,6,14,8,0.23,0.308,0.381,0.689,0.301
19346,Eli White,TEX,99,394,356,77,10,45,33,30,114,7,8,4,0.216,0.289,0.357,0.646,0.284
sa3007312,James Outman,LAD,110,494,452,90,17,47,48,35,157,6,11,4,0.199,0.265,0.356,0.621,0.271
21735,Sebastian Rivero,KCR,72,251,232,50,4,25,21,13,66,4,2,1,0.216,0.268,0.323,0.591,0.258
sa915593,Tyler Friis,,53,198,177,38,2,19,13,18,41,1,6,3,0.215,0.289,0.299,0.589,0.264
sa872875,Jose Colina,NYM,40,136,125,23,4,15,13,9,47,2,0,0,0.184,0.25,0.312,0.562,0.249
17932,Andrew Stevenson,WSN,125,360,329,82,8,40,38,23,100,4,6,3,0.249,0.304,0.383,0.687,0.298
sa829062,Chris Rabago,,56,199,181,38,3,21,16,16,51,1,4,2,0.21,0.278,0.304,0.582,0.258
15585,Mike Ford,,108,418,373,84,18,53,55,38,95,5,1,0,0.225,0.304,0.418,0.722,0.311
17161,Chad Wallach,LAA,88,336,297,57,11,33,36,31,106,5,0,0,0.192,0.278,0.343,0.621,0.273
10441,Jon Singleton,,115,478,403,83,20,59,58,69,148,2,2,0,0.206,0.322,0.4,0.722,0.314
sa857820,Kramer Robertson,STL,118,466,408,88,9,59,41,44,91,9,9,4,0.216,0.305,0.333,0.638,0.285
sa873960,Ryan Noda,LAD,113,467,404,80,19,55,66,50,162,7,4,1,0.198,0.295,0.386,0.681,0.296
sa3008113,Malcom Nunez,STL,99,414,388,90,9,48,36,23,84,3,6,2,0.232,0.28,0.345,0.626,0.274
sa3004170,Austin Listi,,99,394,351,75,10,45,39,33,98,6,0,1,0.214,0.29,0.345,0.635,0.279
7168,Juan Centeno,,68,245,227,56,2,27,21,14,37,2,1,0,0.247,0.295,0.322,0.617,0.273
9892,Jay Bruce,,76,271,248,51,13,28,41,21,71,0,1,0,0.206,0.266,0.419,0.685,0.29
sa3007282,Kekai Rios,LAD,43,148,135,26,3,15,12,10,44,1,1,0,0.193,0.252,0.296,0.548,0.243
5751,Hernán Pérez,,91,271,253,59,8,31,25,16,69,0,7,1,0.233,0.278,0.375,0.653,0.283
sa916849,Diego Rincones,SFG,98,411,376,95,12,49,43,22,71,9,1,0,0.253,0.307,0.396,0.704,0.304
11255,Matt Szczur,,42,135,124,25,4,12,13,8,33,0,0,1,0.202,0.246,0.355,0.601,0.258
12005,Nick Martini,,93,350,306,76,7,45,34,36,77,6,1,1,0.248,0.337,0.363,0.7,0.31
sa875201,Donny Sands,PHI,90,348,321,74,11,38,37,21,71,2,1,1,0.231,0.28,0.383,0.664,0.287
sa3009873,Tanner Morris,TOR,99,445,401,92,8,58,38,35,99,5,2,1,0.229,0.298,0.342,0.64,0.282
13546,Roman Quinn,,49,145,129,28,2,17,10,11,42,3,10,3,0.217,0.294,0.326,0.619,0.276
sa829219,Alec Keller,,90,318,295,78,4,35,26,17,53,2,5,1,0.264,0.307,0.359,0.666,0.291
19872,Greg Deichmann,CHC,97,388,347,73,8,45,33,38,116,1,8,3,0.21,0.289,0.331,0.621,0.276
sa3009891,Patrick Frick,SEA,100,420,376,88,5,57,31,33,96,8,4,2,0.234,0.308,0.306,0.614,0.277
sa3007872,Hunter Feduccia,LAD,82,319,288,64,8,37,34,26,76,1,1,1,0.222,0.287,0.354,0.641,0.281
sa3005131,Luis Vazquez,CHC,71,280,261,58,4,29,20,14,63,4,5,2,0.222,0.272,0.299,0.571,0.254
18721,Guillermo Heredia,ATL,119,320,282,63,6,39,24,28,74,8,1,1,0.223,0.31,0.355,0.665,0.293
9952,Trayce Thompson,,100,381,343,68,17,44,51,32,133,4,5,2,0.198,0.274,0.388,0.661,0.287
sa829836,Dalton Guthrie,PHI,92,343,320,70,6,33,26,17,81,4,4,3,0.219,0.266,0.328,0.594,0.259
sa3014819,Norel Gonzalez,HOU,89,358,329,83,12,44,42,23,73,4,4,3,0.252,0.308,0.419,0.728,0.313
16398,Brian Navarreto,,61,224,206,42,6,20,18,11,52,2,0,0,0.204,0.249,0.33,0.579,0.252
18142,Patrick Mazeika,NYM,94,347,313,68,9,36,36,23,69,5,0,0,0.217,0.278,0.348,0.627,0.273
14885,Pat Valaika,,120,390,366,86,11,36,42,19,98,1,1,2,0.235,0.272,0.363,0.636,0.275
sa3004066,Robbie Podorsky,SDP,42,156,141,32,2,13,10,10,32,2,9,3,0.227,0.286,0.312,0.598,0.265
9284,Chris Herrmann,,47,166,147,31,4,17,16,16,51,1,0,0,0.211,0.291,0.347,0.638,0.279
sa3004297,Brent Diaz,MIL,63,218,193,35,5,23,18,17,74,5,2,2,0.181,0.263,0.295,0.558,0.25
sa873690,Weston Wilson,MIL,99,383,347,75,15,41,43,33,107,2,7,3,0.216,0.287,0.398,0.685,0.295
21635,Nick Maton,PHI,115,422,376,79,9,46,39,37,117,4,6,4,0.21,0.286,0.335,0.621,0.273
sa3003191,Iván Herrera,STL,101,437,387,79,13,54,45,36,101,5,1,2,0.204,0.277,0.336,0.613,0.27
12384,Beau Taylor,,76,260,227,46,4,29,19,27,73,3,0,0,0.203,0.293,0.308,0.602,0.269
sa830359,Andruw Monasterio,MIL,106,420,375,83,6,47,31,35,114,3,5,4,0.221,0.29,0.317,0.608,0.27
13595,Humberto Arteaga,,92,351,331,75,5,31,25,14,71,2,4,2,0.227,0.261,0.314,0.575,0.251
14350,Raimel Tapia,COL,137,517,477,132,7,66,47,35,86,1,17,5,0.277,0.326,0.396,0.722,0.313
13768,Travis Jankowski,,89,252,221,53,2,32,14,27,50,2,9,4,0.24,0.328,0.308,0.636,0.286
sa872552,Jason Lopez,,62,228,208,38,4,24,19,18,72,1,4,0,0.183,0.25,0.274,0.524,0.235
20233,Gilberto Celestino,MIN,107,434,397,93,9,52,37,32,96,4,5,3,0.234,0.297,0.355,0.652,0.286
19968,Jared Oliva,PIT,103,397,361,78,4,43,29,27,105,7,17,5,0.216,0.283,0.319,0.601,0.266
sa3004051,Lenyn Sosa,CHW,128,539,519,120,11,52,44,14,123,3,3,5,0.231,0.255,0.341,0.596,0.257
sa3004159,Brewer Hicklen,KCR,111,441,398,84,12,52,41,32,145,7,24,6,0.211,0.28,0.352,0.632,0.277
sa917030,Esteury Ruiz,SDP,96,392,359,78,10,44,38,23,95,6,24,7,0.217,0.274,0.351,0.625,0.273
16411,Richard Ureña,WSN,111,413,383,90,8,43,40,19,101,2,2,2,0.235,0.272,0.358,0.63,0.272
sa3011899,Gabe Holt,MIL,101,450,408,98,4,67,30,36,72,4,7,1,0.24,0.307,0.304,0.611,0.274
19931,Luke Williams,PHI,112,394,353,76,7,42,31,30,103,4,14,7,0.215,0.281,0.329,0.61,0.268
sa658811,Josh Lester,DET,114,470,432,94,21,47,58,31,135,2,2,1,0.218,0.271,0.417,0.687,0.292
14320,Wilmer Difo,,122,350,317,76,4,37,26,29,74,1,4,2,0.24,0.304,0.331,0.635,0.28
sa3010170,Blaine Crim,TEX,102,434,404,103,14,51,50,22,95,6,1,0,0.255,0.303,0.406,0.708,0.306
sa3009965,Brenton Doyle,COL,95,411,388,97,10,43,33,21,127,2,12,4,0.25,0.292,0.371,0.663,0.289
sa3006664,Orlando Martinez,LAA,102,451,420,96,14,48,47,25,119,2,4,3,0.229,0.273,0.386,0.659,0.282
sa857219,Gavin Collins,CLE,76,286,260,54,7,29,26,18,63,5,1,2,0.208,0.27,0.335,0.605,0.266
sa738505,Chris Okey,CIN,66,208,188,38,7,24,23,16,66,2,0,0,0.202,0.271,0.362,0.632,0.274
3211,Tyler Ladendorf,,53,184,170,36,5,20,19,9,47,2,1,0,0.212,0.257,0.341,0.598,0.26
12508,Jett Bandy,,55,198,180,38,6,21,19,10,54,6,0,1,0.211,0.274,0.35,0.624,0.274
5222,Justin Upton,LAA,85,348,305,66,16,43,47,35,105,4,3,1,0.216,0.302,0.407,0.708,0.307
sa3005129,Nelson Velazquez,CHC,109,445,419,99,17,52,62,20,134,4,10,2,0.236,0.277,0.411,0.688,0.292
20540,José Devers,MIA,46,145,132,30,1,16,11,9,29,2,1,0,0.227,0.285,0.311,0.595,0.264
14387,Harold Ramirez,CHC,125,475,447,122,11,51,55,19,85,7,4,2,0.273,0.312,0.414,0.725,0.312
5398,Juan Graterol,ARI,61,220,206,50,1,19,15,7,24,4,0,0,0.243,0.279,0.291,0.57,0.253
12782,Taylor Davis,,63,231,206,48,3,26,17,21,33,1,0,0,0.233,0.306,0.306,0.612,0.273
sa829240,Jeremy Rivera,,87,329,305,71,5,31,21,18,74,2,6,2,0.233,0.279,0.325,0.604,0.266
5486,Abraham Almonte,,91,309,267,61,9,42,32,41,71,0,5,3,0.228,0.33,0.408,0.738,0.323
15197,Carlos Asuaje,,82,281,253,58,4,33,26,22,48,3,3,1,0.229,0.296,0.332,0.628,0.278
sa3004153,Blake Hunt,TBR,82,341,313,59,7,32,27,24,100,2,1,0,0.188,0.25,0.3,0.55,0.244
sa738262,Ryan Boldt,TBR,75,305,278,60,7,32,28,21,95,3,9,2,0.216,0.276,0.349,0.625,0.272
sa3006780,Kole Cottam,BOS,76,302,271,57,7,30,26,22,98,5,0,1,0.21,0.28,0.347,0.627,0.275
sa3014485,Tyler Gentry,KCR,52,217,192,42,5,30,21,17,59,4,3,0,0.219,0.293,0.344,0.637,0.281
sa829667,Mike Rivera,CLE,53,192,174,32,3,19,14,13,51,2,0,0,0.184,0.247,0.276,0.523,0.234
sa3004173,Mickey McDonald,OAK,108,427,384,81,3,46,27,32,113,5,11,2,0.211,0.278,0.279,0.557,0.25
14818,JaCoby Jones,KCR,106,396,365,83,10,45,34,24,121,6,5,4,0.227,0.285,0.381,0.666,0.289
sa3004878,Alex Dunlap,,51,182,165,31,4,19,16,14,59,2,0,0,0.188,0.258,0.303,0.561,0.25
sa3010906,Aaron Antonini,STL,66,249,216,34,6,30,20,20,67,11,0,0,0.157,0.262,0.269,0.531,0.244
sa918471,Chuckie Robinson,CIN,82,313,287,61,9,31,28,21,84,4,3,2,0.213,0.275,0.348,0.623,0.273
12179,Maikel Franco,WSN,121,452,418,99,14,40,56,28,67,2,0,0,0.237,0.285,0.392,0.678,0.288
20186,Brendan McKay,TBR,38,154,134,28,4,15,12,16,43,2,0,0,0.209,0.299,0.328,0.627,0.28
sa3004505,Erik Ostberg,TBR,59,216,199,41,5,23,20,15,66,1,0,1,0.206,0.264,0.322,0.585,0.258
21501,Trevor Larnach,MIN,108,440,391,87,13,43,42,38,144,8,2,0,0.223,0.302,0.373,0.676,0.295
10199,Billy Hamilton,,108,293,268,54,3,39,14,20,81,0,21,4,0.201,0.255,0.291,0.546,0.241
7927,Eric Sogard,,101,311,284,69,4,31,23,22,49,1,5,1,0.243,0.297,0.335,0.631,0.275
sa3010599,Jake Holton,DET,77,317,283,64,7,40,30,23,70,8,1,1,0.226,0.301,0.35,0.65,0.288
sa3006671,Devlin Granberg,BOS,107,443,407,100,10,52,44,24,96,9,4,2,0.246,0.301,0.381,0.682,0.297
16909,Colin Moran,,123,425,382,98,13,40,60,36,98,3,1,1,0.257,0.322,0.414,0.736,0.317
sa3004259,Royce Lewis,MIN,98,430,401,91,8,44,38,23,93,2,15,8,0.227,0.27,0.342,0.612,0.265
sa829401,Will Toffey,SFG,75,266,228,41,6,29,22,32,102,4,4,1,0.18,0.291,0.298,0.589,0.267
4220,Ryan Zimmerman,,95,248,232,55,11,23,42,14,67,0,0,0,0.237,0.278,0.435,0.714,0.303
15115,Dylan Cozens,,46,161,137,23,7,18,18,21,69,1,4,2,0.168,0.281,0.372,0.654,0.284
sa544568,Sebastián Elizalde,,34,121,110,24,2,14,10,10,22,1,4,1,0.218,0.289,0.318,0.607,0.271
sa914200,Lucius Fox,WSN,93,384,340,71,6,43,30,38,104,4,21,5,0.209,0.295,0.332,0.627,0.279
sa829010,Max George,COL,65,241,210,39,7,25,19,23,76,6,8,2,0.186,0.283,0.329,0.612,0.274
16947,Derek Hill,DET,109,410,379,89,8,45,33,24,127,4,14,8,0.235,0.287,0.348,0.635,0.278
13167,Robel García,,101,346,309,59,12,37,44,30,124,3,1,1,0.191,0.267,0.356,0.623,0.27
sa3011265,Bryan Arias,HOU,53,202,187,39,8,20,21,13,67,1,4,2,0.209,0.262,0.358,0.621,0.27
13325,Deven Marrero,MIA,95,313,285,58,7,35,26,25,90,1,4,1,0.204,0.269,0.316,0.585,0.259
sa875583,Christian Kelley,,65,222,200,39,4,23,18,17,64,3,0,0,0.195,0.267,0.3,0.567,0.251
sa1159899,Quincy McAfee,CIN,92,335,293,63,6,43,29,29,67,8,5,3,0.215,0.3,0.331,0.631,0.282
15878,Miguel Andújar,NYY,76,289,271,72,11,35,33,13,49,1,0,1,0.266,0.299,0.443,0.741,0.315
sa829375,Josh Ockimey,,105,402,343,71,15,51,44,51,136,3,0,1,0.207,0.313,0.388,0.7,0.307
sa915590,Justin Yurchak,LAD,91,385,346,87,9,50,41,29,87,2,1,1,0.251,0.31,0.379,0.688,0.3
sa737614,Riley Unroe,,101,385,348,77,7,34,29,31,101,3,7,5,0.221,0.289,0.33,0.62,0.273
sa873268,Trenton Brooks,CLE,107,438,394,92,11,50,44,35,90,3,2,1,0.234,0.299,0.383,0.682,0.296
18881,Curtis Terry,MIN,118,488,443,99,17,57,62,27,125,13,2,1,0.223,0.286,0.397,0.683,0.296
sa917089,Ricardo Cubillan,BOS,32,101,89,19,1,10,5,10,24,1,1,1,0.213,0.297,0.303,0.6,0.27
sa3007503,Nick Dalesandro,ARI,68,248,220,45,1,22,13,22,71,2,16,2,0.205,0.28,0.245,0.526,0.242
sa917936,Hudson Potts,BOS,97,381,350,77,10,39,37,19,118,4,0,0,0.22,0.265,0.357,0.622,0.269
9253,Keon Broxton,,95,287,257,49,7,28,21,24,128,2,9,3,0.191,0.263,0.3,0.563,0.251
sa3007516,Jonah Bride,OAK,94,388,343,74,8,45,35,32,86,8,1,0,0.216,0.295,0.332,0.628,0.279
sa737690,Drew Ward,,85,334,300,63,13,39,39,27,121,3,1,1,0.21,0.28,0.383,0.663,0.288
13132,Andrew Susac,,23,85,74,14,3,8,7,10,25,1,1,1,0.189,0.294,0.351,0.645,0.287
11905,Orlando Calixte,,65,230,211,46,4,25,20,14,56,1,8,3,0.218,0.268,0.308,0.576,0.254
21560,Alfonso Rivas,CHC,100,415,369,90,6,51,34,39,103,5,1,2,0.244,0.323,0.341,0.664,0.295
6310,Alcides Escobar,WSN,103,432,399,98,6,50,36,22,77,6,4,1,0.246,0.293,0.346,0.639,0.28
14131,Greg Bird,,104,420,369,85,17,51,54,38,102,4,0,1,0.23,0.305,0.42,0.725,0.312
15766,Raudy Read,,65,251,235,59,10,29,34,11,56,2,0,0,0.251,0.288,0.447,0.735,0.31
14973,Zach Green,,95,362,324,64,16,42,48,30,143,4,0,1,0.198,0.272,0.401,0.673,0.29
14942,Andrew Knapp,CIN,67,168,142,31,3,15,17,22,50,2,0,0,0.218,0.329,0.345,0.674,0.3
13905,Seth Mejias-Brean,,95,364,337,80,9,39,36,24,81,2,4,2,0.237,0.291,0.365,0.656,0.285
11859,Mason Williams,,113,396,364,89,10,44,37,26,90,1,5,4,0.245,0.295,0.371,0.666,0.289
5273,Sandy León,CLE,74,214,195,35,5,17,16,14,61,2,0,0,0.179,0.241,0.282,0.523,0.233
9807,Ryan Goins,,105,364,331,72,5,39,28,28,108,1,2,2,0.218,0.279,0.311,0.59,0.262
sa915789,Dylan Busby,PIT,99,372,333,57,13,36,38,32,165,6,1,1,0.171,0.255,0.333,0.589,0.259
sa3010342,Jackson Cluff,WSN,55,234,211,41,5,21,16,15,67,5,5,3,0.194,0.262,0.313,0.575,0.252
12858,Brian Goodwin,,113,383,341,75,12,44,43,37,109,2,5,2,0.22,0.298,0.381,0.68,0.296
sa1169978,Matt Lloyd,CIN,42,157,142,28,7,14,19,13,55,2,0,1,0.197,0.274,0.387,0.661,0.287
sa3014484,Casey Schmitt,SFG,78,340,320,66,11,32,29,15,58,3,1,1,0.206,0.248,0.347,0.595,0.258
15194,Jake Bauers,CIN,125,423,371,86,12,48,45,47,113,3,9,4,0.232,0.322,0.383,0.704,0.309
sa857840,Kyle Holder,COL,90,353,320,78,6,41,30,23,69,3,3,2,0.244,0.299,0.363,0.661,0.289
12926,Alen Hanson,,62,208,194,42,4,21,17,10,46,1,6,2,0.216,0.256,0.33,0.586,0.254
7087,Caleb Joseph,SEA,67,220,204,41,5,22,17,10,65,3,0,0,0.201,0.247,0.328,0.575,0.25
sa3014426,Hayden Cantrelle,MIL,98,413,354,71,8,48,27,47,120,6,14,4,0.201,0.302,0.305,0.608,0.275
14412,Joe Hudson,,53,188,170,31,4,18,15,14,55,0,0,0,0.182,0.242,0.288,0.53,0.232
16263,Sam Travis,,97,364,337,80,10,38,35,23,103,2,3,1,0.237,0.289,0.374,0.663,0.288
14515,Luis Marté,,75,276,260,56,4,26,20,11,71,1,6,2,0.215,0.248,0.296,0.544,0.238
sa875808,Jonathan Morales,,65,230,212,43,3,21,17,13,46,2,0,0,0.203,0.253,0.288,0.541,0.24
sa875766,Drew Ferguson,,87,349,305,65,6,41,27,36,95,6,14,4,0.213,0.307,0.321,0.628,0.281
sa3006876,Trey Harris,ATL,110,453,417,98,10,54,44,25,93,9,3,3,0.235,0.292,0.365,0.657,0.286
sa874178,Mitch Longo,,96,375,347,81,9,38,33,21,92,3,13,2,0.233,0.282,0.375,0.656,0.284
17736,Richie Martin,BAL,80,254,230,50,4,22,17,16,64,5,6,4,0.217,0.282,0.322,0.603,0.268
sa917376,Símon Muzziotti,PHI,84,349,324,81,5,37,25,20,67,2,10,8,0.25,0.297,0.349,0.646,0.282
sa3004128,Laz Rivera,CHW,104,408,381,86,7,39,32,11,94,10,8,7,0.226,0.265,0.328,0.593,0.259
sa917767,Lolo Sanchez,PIT,113,465,415,103,8,66,42,34,79,9,20,8,0.248,0.317,0.357,0.673,0.297
12950,Phillip Evans,PIT,116,431,381,89,8,47,36,41,80,6,2,2,0.234,0.316,0.349,0.665,0.295
22209,Sam Huff,TEX,101,410,382,85,15,44,43,22,144,4,2,3,0.223,0.271,0.385,0.656,0.282
17062,Grayson Greiner,,68,246,222,44,5,23,21,20,80,2,0,0,0.198,0.269,0.302,0.571,0.255
sa546842,Jason Krizan,SFG,106,432,391,99,9,52,43,31,69,1,1,0,0.253,0.307,0.381,0.688,0.299
sa3006731,Vinny Capra,TOR,93,360,328,71,7,39,31,23,97,4,6,2,0.216,0.274,0.329,0.603,0.265
19956,Mickey Moniak,PHI,125,482,437,95,14,53,57,31,138,3,6,2,0.217,0.271,0.391,0.662,0.281
sa917824,Juan Fernandez,SDP,77,307,281,60,9,33,28,20,67,4,2,1,0.214,0.275,0.352,0.627,0.274
8553,Gerardo Parra,,88,239,218,51,5,28,28,16,54,3,4,3,0.234,0.294,0.353,0.647,0.283
19348,DJ Peters,,119,479,429,85,17,53,51,36,169,9,2,1,0.198,0.272,0.364,0.636,0.275
sa657521,Angelo Castellano,KCR,97,333,302,63,6,34,27,20,81,3,6,3,0.209,0.262,0.315,0.577,0.254
14109,Albert Almora Jr.,,119,312,289,65,7,32,24,16,60,2,2,3,0.225,0.269,0.343,0.611,0.263
15189,Dustin Peterson,MIL,89,358,330,80,10,41,41,21,73,3,1,1,0.242,0.292,0.385,0.677,0.293
sa3006667,Robert Neustrom,BAL,116,476,435,100,13,57,54,35,111,2,6,2,0.23,0.289,0.384,0.673,0.291
8259,Kurt Suzuki,,65,232,207,47,5,18,20,12,41,9,0,0,0.227,0.294,0.343,0.637,0.281
sa659077,Zach Remillard,CHW,108,425,390,77,10,41,34,25,132,6,8,4,0.197,0.255,0.308,0.563,0.249
14936,Jaycob Brugman,,81,327,302,72,15,38,46,22,97,2,1,0,0.238,0.294,0.45,0.744,0.317
sa3014828,Jake Suddleson,OAK,99,410,372,78,10,44,36,26,99,8,1,0,0.21,0.275,0.333,0.608,0.268
sa3010389,Nelson Maldonado,CHC,70,291,271,71,5,35,28,16,56,2,1,0,0.262,0.307,0.384,0.691,0.3
4062,Dexter Fowler,,123,457,395,86,13,53,49,52,121,6,6,3,0.218,0.316,0.359,0.675,0.299
16041,Stevie Wilkerson,,86,274,249,54,6,26,19,19,82,3,2,2,0.217,0.278,0.345,0.624,0.273
sa547818,Rodrigo Vigil,TOR,49,168,154,32,2,15,10,7,33,4,1,1,0.208,0.259,0.279,0.538,0.238
18887,Seby Zavala,CHW,87,340,309,58,13,36,39,22,135,3,0,1,0.188,0.246,0.35,0.596,0.258
sa3009893,Luis Trevino,TBR,39,141,131,29,2,15,11,8,30,2,0,1,0.221,0.277,0.313,0.59,0.262
sa658999,Wynton Bernard,,95,307,286,66,6,29,22,17,70,3,14,2,0.231,0.281,0.357,0.638,0.278
15769,Rafael Bautista,,66,226,211,48,5,25,20,10,45,3,3,1,0.227,0.271,0.346,0.617,0.269
4866,Jarrod Dyson,,115,238,216,44,2,29,15,18,51,0,17,6,0.204,0.264,0.282,0.546,0.244
21139,Tyler Payne,CHC,72,277,259,53,5,28,25,13,74,2,0,0,0.205,0.246,0.317,0.563,0.245
sa738419,Stephen Wrenn,,97,400,362,72,8,44,33,27,132,6,17,4,0.199,0.264,0.32,0.584,0.257
sa3006937,Drew Avans,LAD,96,335,302,67,8,39,32,28,93,2,15,4,0.222,0.29,0.351,0.641,0.282
sa3007828,Willie MacIver,COL,107,431,396,86,11,44,38,25,116,6,11,4,0.217,0.273,0.351,0.624,0.272
14558,Carlos Tocci,,82,268,244,55,4,25,17,18,56,3,1,3,0.225,0.285,0.316,0.6,0.266
17975,Scott Kingery,PHI,115,406,374,82,11,45,35,25,127,3,10,2,0.219,0.272,0.374,0.646,0.278
sa747574,Johan Mieses,,100,387,350,74,14,42,43,27,105,6,3,1,0.211,0.278,0.374,0.652,0.284
sa1170288,Cade Marlowe,SEA,102,456,418,85,14,48,51,32,144,2,12,5,0.203,0.262,0.349,0.611,0.264
sa917275,Miguel Aparicio,TEX,88,329,302,69,10,37,36,17,77,4,3,2,0.228,0.276,0.381,0.657,0.283
sa3008306,Steele Walker,TEX,117,495,454,103,10,56,48,30,106,5,8,5,0.227,0.28,0.352,0.632,0.276
sa3014549,Zavier Warren,MIL,97,417,380,83,12,51,42,30,102,3,4,0,0.218,0.28,0.353,0.632,0.277
11165,Ramón Flores,,31,114,101,23,2,10,7,11,25,1,1,1,0.228,0.307,0.317,0.624,0.276
sa3007000,Kwan Adkins,SFG,46,156,142,26,3,14,12,11,60,2,5,3,0.183,0.252,0.289,0.54,0.241
18399,Joe McCarthy,,71,296,261,60,8,38,32,26,76,4,3,1,0.23,0.306,0.379,0.685,0.298
7870,Jonathan Lucroy,,73,249,221,52,5,24,27,20,44,3,0,0,0.235,0.304,0.353,0.657,0.289
sa3002836,Evan Mendoza,STL,108,420,385,85,2,43,23,25,103,2,9,3,0.221,0.269,0.27,0.539,0.24
16542,Shed Long Jr.,,81,332,301,66,9,35,33,27,97,1,5,2,0.219,0.285,0.365,0.65,0.284
10533,Rocky Gale,,46,160,153,33,1,12,9,4,35,1,0,0,0.216,0.239,0.275,0.514,0.225
sa738507,Edgar Cabral,,37,140,126,24,3,15,12,11,43,1,0,0,0.19,0.259,0.31,0.569,0.251
sa918698,Ramon Rodriguez,BAL,57,215,203,47,6,25,21,9,41,1,0,0,0.232,0.266,0.36,0.626,0.271
sa3009871,Will Wilson,SFG,102,454,418,81,12,44,36,30,136,4,5,1,0.194,0.254,0.323,0.577,0.254
10473,Cheslor Cuthbert,,112,424,389,88,13,42,49,30,92,4,1,1,0.226,0.288,0.375,0.663,0.288
sa3010268,Ethan Skender,SDP,80,321,293,63,5,39,26,19,83,6,4,3,0.215,0.275,0.317,0.592,0.262
11936,Joe Panik,,111,360,326,78,4,33,26,28,44,3,3,1,0.239,0.304,0.325,0.629,0.277
12284,Kevan Smith,,50,163,148,34,2,15,12,12,36,2,1,0,0.23,0.294,0.318,0.612,0.27
sa3003221,Jordan Diaz,OAK,101,405,378,90,12,50,49,20,82,1,2,2,0.238,0.276,0.384,0.66,0.284
sa829713,Evan Skoug,CHW,58,215,193,30,6,19,20,18,79,2,1,0,0.155,0.234,0.29,0.524,0.233
sa3011414,Andrew Daschbach,BAL,102,410,370,77,13,45,42,28,141,10,1,0,0.208,0.281,0.359,0.641,0.281
sa872551,Leobaldo Cabrera,MIN,80,293,261,47,12,33,36,30,111,0,4,1,0.18,0.264,0.36,0.624,0.271
sa857249,Zander Wiel,MIN,110,456,419,92,14,50,51,26,133,7,2,1,0.22,0.274,0.396,0.67,0.287
sa735861,Rayder Ascanio,,90,298,275,58,6,26,23,19,64,2,2,2,0.211,0.266,0.309,0.575,0.253
sa3007635,Jon Rosoff,DET,54,180,163,32,0,13,6,14,40,1,3,1,0.196,0.263,0.227,0.49,0.225
sa3005607,J.P. Martinez,TEX,91,373,340,69,7,39,29,27,126,5,14,3,0.203,0.271,0.315,0.585,0.26
sa3014942,Brady Lindsly,WSN,44,163,147,31,3,21,14,13,43,1,1,0,0.211,0.278,0.32,0.598,0.265
