,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
468,Ceddanne Rafaela,BOS,17,69,64,16,10,3,1,2,8,8,3,0,15,1,1,1,1,2,0,0.247992,0.0419808,0.216036,0.194323,0.28517,0.411351,0.301151,0.696521,0.163359,6.33544,0.291519,-0.119066,0.135992,7.43803,-0.472126,89.9111,0.016926,-0.318234,-0.7684435565024614,-0.0524280071258544,0.144718,999.0,1.82826,0.303124,1.69449,sa3005581
469,Tommy La Stella,SEA,67,261,235,59,41,12,1,5,28,26,20,0,35,2,2,1,5,1,0,0.252038,0.0786027,0.132451,0.593446,0.315375,0.378569,0.305834,0.693945,0.126531,2.84513,0.273004,-0.347096,-0.30627,29.0168,-0.810284,97.5337,-0.653367,-1.05816,-1.3890722393989563,-5.764594674110413,0.144151,748.3599853515625,1.33881,1.2941,1.0541,12371
470,Yonny Hernandez,LAD,8,28,25,5,4,1,0,0,3,2,3,0,5,0,0,0,0,1,0,0.206057,0.0910911,0.179048,0.508752,0.289211,0.247894,0.249059,0.537104,0.0418366,6.44711,0.256839,-0.0262941,0.122765,1.86766,-1.36056,58.1081,0.0964706,1.2555,-1.2560148611664772,1.6246749460697174,0.135603,738.0,3.91208,2.31533,1.82775,19432
471,Pedro Severino,,27,98,90,20,14,4,0,2,9,10,7,0,26,1,0,0,1,0,0,0.224402,0.071579,0.261888,0.273319,0.286451,0.343584,0.279825,0.630035,0.119182,1.46406,0.287992,-0.215802,-0.100967,8.90063,-2.33461,78.1827,-0.316769,-1.34178,-2.807373136281967,0.7559456825256348,0.131089,749.75,4.62459,0.793136,1.49656,14523
472,Enmanuel Valdez,BOS,29,115,104,25,15,6,0,3,13,13,8,0,26,1,1,1,2,1,0,0.238363,0.0723844,0.229007,0.316079,0.297553,0.402541,0.305181,0.700095,0.164178,3.95639,0.283988,-0.127678,0.0581288,12.7349,-0.416961,92.7546,-0.0695489,-1.84497,-1.0073246210813522,-1.4029696881771088,0.130846,999.0,2.66312,0.906384,1.45496,sa917288
473,Nelson VelÃ¡zquez,CHC,62,230,209,46,28,9,1,8,25,26,17,1,74,2,1,1,4,5,2,0.220111,0.0742947,0.323377,0.229746,0.284826,0.384338,0.29193,0.669163,0.164227,5.27103,0.30056,-0.0453711,0.129479,23.0512,-3.25481,87.8782,0.084108,-0.284669,-3.104931280016899,-3.170347362756729,0.130693,999.0,2.78135,0.443931,1.04676,23359
474,Will Benson,CLE,33,115,99,21,13,5,0,3,13,12,13,0,35,1,1,1,2,2,1,0.211348,0.112813,0.302344,0.373129,0.308771,0.362766,0.298832,0.671536,0.151418,4.52816,0.287339,0.0869965,-0.0908954,12.1825,-0.999065,93.7587,-0.00389893,-0.172039,-0.8135404130443931,-1.6317904442548752,0.128036,999.0,3.68462,0.796435,1.3934,21853
475,Darick Hall,PHI,65,259,234,53,28,12,0,12,30,34,19,1,71,4,2,1,5,1,1,0.225883,0.0737546,0.2731,0.270065,0.29305,0.434378,0.314505,0.727428,0.208496,2.5052,0.26711,0.0200682,-0.280512,30.5861,0.978584,100.916,-0.260444,-0.612584,0.0150363147258758,-7.497187197208403,0.127462,999.0,5.805,3.06699,0.747132,19717
476,Miles Mastrobuoni,CHC,8,26,24,6,4,1,0,1,3,2,2,0,6,0,0,0,0,1,0,0.260079,0.0843628,0.222434,0.379271,0.323539,0.383931,0.312438,0.70747,0.123852,4.95703,0.324018,-0.109288,0.0950644,3.04593,0.0559001,102.119,-0.0142239,0.140178,0.0491523137316107,0.2582426443696022,0.122021,999.0,2.86178,1.01828,1.8501,20017
477,Jason Heyward,LAD,36,136,121,28,19,5,0,3,14,13,12,0,28,1,1,1,2,1,0,0.227149,0.0863827,0.205381,0.420597,0.300846,0.35333,0.290562,0.654176,0.126181,4.15895,0.268926,0.0172549,0.0748581,13.476,-2.07137,86.9283,0.0921129,-0.0457875,-1.9403852075338364,-1.3884047605097294,0.117144,999.0,6.24646,0.890629,1.37552,4940
478,JJ Bleday,MIA,85,339,295,60,36,13,1,10,36,35,38,0,94,3,3,1,5,4,1,0.20349,0.112334,0.275628,0.407557,0.298001,0.357768,0.292157,0.65577,0.154278,4.37199,0.258261,-0.36043,0.152332,34.0803,-4.74221,89.4051,-0.208098,-2.57193,-4.387400597333908,-5.920874118804932,0.114909,999.0,2.07654,2.67432,0.6092,26368
479,Canaan Smith-Njigba,PIT,18,58,52,13,8,3,0,1,6,5,6,0,14,0,0,0,1,1,0,0.243791,0.111071,0.236938,0.468776,0.330343,0.373797,0.313298,0.70414,0.130007,4.69205,0.312674,-0.134138,0.120918,6.84222,0.164705,101.025,-0.01322,-0.0845167,0.0563558181747794,-0.9266016334295272,0.114554,999.0,4.22597,0.258074,1.73035,23264
480,Garrett Hampson,,21,80,73,17,13,3,0,1,8,6,6,0,22,0,0,1,1,4,1,0.231944,0.0749462,0.279238,0.268395,0.291322,0.314154,0.27088,0.605476,0.0822098,6.089,0.321097,-0.199835,0.455221,6.65238,-2.45942,57.6283,0.255386,1.05012,-3.667460083961487,2.0307040214538574,0.109143,697.5900268554688,5.17255,2.08483,1.73453,19262
481,David Hensley,HOU,46,154,137,32,21,7,1,3,17,14,15,0,40,1,1,1,7,2,1,0.232074,0.0993034,0.261533,0.379697,0.311352,0.350398,0.294759,0.66175,0.118324,4.84299,0.308789,-0.0755251,-0.045309,15.7721,-1.83232,91.624,-0.120834,-1.52024,-1.5719643533229828,-2.290649056434632,0.108334,999.0,3.62982,2.22372,1.36124,25111
482,Niko Goodrum,,26,99,87,18,11,4,0,2,11,9,11,0,34,0,0,0,1,3,0,0.207495,0.11042,0.345161,0.319909,0.297218,0.343061,0.28662,0.640278,0.135566,5.23683,0.309295,-0.0820425,0.258375,9.51667,-1.82082,79.6567,0.176333,-0.968782,-2.0934531688690186,-0.0443785190582275,0.10649,999.0,5.13786,0.460396,1.51406,12092
483,Joey Ortiz,BAL,7,24,22,6,5,1,0,0,2,3,1,0,5,0,0,0,0,0,0,0.271311,0.0537828,0.189247,0.284194,0.314332,0.366703,0.300101,0.681035,0.0953921,3.92925,0.324313,-0.0125596,-0.0042554,2.55424,-0.183374,95.0571,-0.016815,0.0,-0.1499839928001165,0.3349098265171051,0.0993309,999.0,3.43017,2.04999,1.85,sa3009889
484,Zack Gelof,OAK,12,48,43,10,6,2,0,1,5,5,3,0,14,0,0,0,1,1,0,0.221959,0.0725278,0.289777,0.250288,0.282989,0.350548,0.280125,0.633537,0.128589,3.77155,0.295372,-0.00162817,-0.0156789,4.34614,-1.12558,85.9316,-0.0173071,0.0,-0.7748653162270784,0.1906734406948089,0.0983881,999.0,1.06633,1.06433,1.72487,sa3017286
485,Sergio AlcÃ¡ntara,CHC,30,89,80,18,13,3,0,2,9,8,7,0,23,0,1,1,2,1,0,0.223207,0.0820475,0.255198,0.321505,0.28925,0.334346,0.276669,0.623595,0.111139,4.20233,0.287398,0.0939592,-0.0939592,7.8494,-2.34081,77.281,-2.15151e-09,0.0,-2.3153259775696,0.3273100852966308,0.0971245,999.0,2.30703,1.27064,1.56162,16417
486,Brennen Davis,CHC,7,24,21,5,3,1,0,1,2,2,2,0,7,0,0,0,0,0,0,0.217445,0.0892285,0.302865,0.294614,0.302432,0.345484,0.29024,0.647916,0.128039,3.65909,0.300535,0.0056306,-0.0056306,2.35227,-0.368587,86.7045,-1.98914e-10,0.69888,-0.3617834450803537,0.4366977512836456,0.0895322,999.0,2.35561,-0.0342186,1.81114,sa3007876
487,Pedro Leon,HOU,9,40,35,7,4,1,0,1,4,4,4,0,13,1,0,0,1,2,0,0.203173,0.097934,0.336159,0.291333,0.296713,0.344289,0.287578,0.641002,0.141116,5.31081,0.2916,-0.0784481,0.105188,3.83613,-0.698022,86.557,0.0267397,0.0,-0.5731055028736591,0.1452974081039428,0.087439,999.0,3.83631,0.95162,1.75841,sa3014838
488,Michael Hermosillo,NYY,7,25,22,5,3,1,0,1,3,2,2,0,8,0,0,0,0,0,0,0.225677,0.0883204,0.334301,0.264194,0.302419,0.411705,0.312189,0.714124,0.186028,4.61866,0.309437,0.0075511,-0.00677279,2.89163,0.0482413,101.946,0.000778314,-0.0595868,0.0561290909536182,-0.0980263128876686,0.0809452,999.0,4.37516,1.04189,1.80884,16285
489,Mario Feliciano,,8,25,24,6,4,1,0,0,2,2,1,0,5,0,0,0,0,0,0,0.236475,0.0501914,0.211031,0.237839,0.283836,0.350345,0.279669,0.634181,0.113869,2.6243,0.286422,0.0270012,-0.0270012,2.28304,-0.602789,81.6392,-4.08765e-10,0.0,-0.521446466854688,0.4634647965431213,0.0781529,999.0,0.365034,1.59266,1.82132,20263
490,Travis Swaggerty,PIT,10,33,30,7,4,1,0,1,3,3,3,0,9,0,0,0,0,1,0,0.22247,0.0898412,0.286979,0.313058,0.294727,0.351617,0.287454,0.646344,0.129148,5.12818,0.297824,-0.0673108,0.069412,3.1936,-0.584985,83.3611,0.00210114,0.494227,-0.6367140279617161,0.2242903709411621,0.0732238,999.0,3.2088,1.00394,1.78834,24491
491,Evan White,SEA,36,144,131,27,17,5,0,5,15,17,11,0,44,1,1,0,2,1,0,0.209571,0.0733005,0.306336,0.239282,0.273186,0.374544,0.284267,0.64773,0.164973,2.56647,0.268973,0.122747,-0.142809,13.522,-2.90711,88.4378,-0.020062,0.808811,-1.8894505947828293,-1.984365701675415,0.0728479,735.6300048828125,2.59728,-0.0978493,1.2069,20078
492,Andre Lipcius,DET,9,33,30,7,5,2,0,1,3,3,3,0,6,0,0,0,1,0,0,0.238585,0.0924014,0.188923,0.489094,0.310464,0.364958,0.299515,0.675422,0.126373,2.92719,0.280217,-0.012738,-0.0127287,3.52854,-0.269884,95.6444,-0.0254667,-0.326286,-0.1882845982909202,-0.1917655766010284,0.0709768,999.0,1.51275,0.251039,1.80113,sa3010401
493,Otto Lopez,TOR,7,24,22,6,4,1,0,0,3,2,2,0,5,0,0,0,0,0,0,0.251886,0.0702574,0.190192,0.369403,0.308044,0.339237,0.28704,0.64728,0.0873501,4.24843,0.311928,0.0262228,-0.0260763,2.33422,-0.436978,86.2431,0.000146448,0.151788,-0.3750297131045954,0.265987329185009,0.0694457,999.0,3.94711,1.68671,1.83496,19608
494,Brad Miller,TEX,90,328,293,65,40,11,1,12,35,39,31,1,94,2,2,1,5,4,1,0.220428,0.0938211,0.286016,0.328027,0.296717,0.389997,0.301726,0.686714,0.169569,4.06592,0.278247,-0.619525,-0.10089,35.4412,-2.09031,95.9101,-0.720415,-2.14868,-2.231040835380554,-7.542431116104126,0.0694122,701.5,2.41099,0.683176,0.596668,12775
495,Alex Dickerson,,21,77,71,16,10,3,0,3,8,9,5,0,19,1,0,0,3,0,0,0.227392,0.0676713,0.24684,0.274151,0.291489,0.390333,0.298992,0.681823,0.162941,1.9705,0.27287,-0.0592143,-0.0731573,8.18483,-0.66059,89.3164,-0.132372,0.0,-1.092560961842537,-0.8523464798927307,0.0685738,999.0,1.74124,1.01681,1.57112,12649
496,Sam Huff,TEX,34,127,116,25,16,5,0,5,13,15,9,0,44,1,1,0,1,0,0,0.217569,0.0673239,0.343768,0.195841,0.277799,0.38369,0.288882,0.661489,0.166121,2.46973,0.298434,-0.0349463,-0.0689581,12.3914,-2.0997,86.846,-0.103904,-1.50611,-1.979791134595871,-1.400334469974041,0.0681112,610.9099731445312,3.21874,1.01567,1.31387,22209
497,Jed Lowrie,,6,23,21,5,3,1,0,1,2,3,2,0,5,0,0,0,0,0,0,0.2341,0.0831364,0.216215,0.384507,0.298078,0.382944,0.299341,0.681023,0.148844,2.3946,0.273444,-0.0693397,-0.0140058,2.44274,-0.190266,99.4917,-0.0833456,-0.0870778,-0.0965176140889525,0.00067850202322,0.0667977,999.0,5.57984,1.01667,1.81599,4418
498,Michael Busch,LAD,14,54,49,11,7,3,0,2,6,6,4,0,16,1,0,0,1,0,0,0.224627,0.0811493,0.300595,0.269962,0.298426,0.381704,0.300414,0.68013,0.157078,2.68707,0.30001,-0.0128166,-0.0352893,5.81432,-0.402917,93.77,-0.0481059,-0.644054,-0.4354777298867702,-0.7154120355844498,0.065771,999.0,3.4092,-0.21289,1.65971,sa3011540
499,Willie MacIver,COL,8,30,28,6,4,1,0,1,3,3,2,0,8,0,0,0,1,1,0,0.230288,0.0717489,0.269048,0.266677,0.289815,0.36978,0.290702,0.659595,0.139492,4.88909,0.297295,-0.094771,0.0823662,2.9737,-0.453233,71.1766,-0.0124048,0.0,-1.0160305332392454,0.6350379586219788,0.0656797,999.0,1.36796,-0.391513,1.80182,sa3007828
500,Liover Peguero,PIT,10,34,32,8,6,2,0,1,4,3,2,0,10,0,0,0,0,1,0,0.24324,0.0520625,0.276043,0.188603,0.28464,0.357341,0.281832,0.641981,0.114102,4.80249,0.324089,-0.0561732,0.0725922,3.17795,-0.764207,79.5189,0.016419,-0.0663118,-0.8039487898349762,0.2616347596049309,0.0646302,999.0,2.23977,0.748632,1.80672,24273
501,Johan Camargo,MIN,24,89,80,18,13,4,0,2,8,8,7,0,19,1,0,0,1,0,0,0.228628,0.0791871,0.210147,0.376817,0.295017,0.335096,0.280678,0.630113,0.106468,1.67545,0.278228,-0.0235031,-0.0909795,8.10291,-2.0495,77.7946,-0.114483,-0.337083,-2.405074276030064,0.0312468409538269,0.0638448,999.0,1.96507,0.680998,1.56444,14950
502,Michael Stefanic,LAA,8,26,24,5,4,1,0,0,3,2,2,0,3,0,0,0,1,0,0,0.223642,0.0814838,0.130159,0.626031,0.298313,0.2729,0.261172,0.571213,0.0492578,2.73293,0.256654,0.012678,-0.0384035,1.99538,-1.01576,65.5071,-0.0257255,0.648476,-1.047861596569419,0.7723960652947426,0.0589761,999.0,2.90297,1.37093,1.80576,25353
503,Dalton Guthrie,PHI,57,178,164,38,26,8,1,4,20,17,10,0,43,2,1,1,2,5,1,0.233816,0.0540954,0.239762,0.225621,0.285014,0.361225,0.284016,0.646239,0.127409,5.32859,0.291918,-0.274332,0.261571,16.6971,-3.63263,80.0768,-0.0127613,-0.262604,-4.128167297691107,-1.285892277956009,0.0584878,999.0,5.5338,-0.175476,1.35025,21293
504,David Bote,CHC,13,51,47,11,7,3,0,1,5,6,4,0,14,1,0,0,1,0,0,0.229973,0.0722029,0.277047,0.260616,0.293223,0.367861,0.291674,0.661084,0.137888,2.90747,0.3023,0.0138393,-0.0268602,5.12468,-0.735478,87.7007,-0.0130209,-0.594469,-0.7338463114574552,-0.3884284049272537,0.058058,999.0,2.65045,-0.00324163,1.70833,14593
505,Matt Beaty,,11,35,31,8,5,1,0,1,4,4,2,0,7,1,0,0,2,0,0,0.250699,0.0700365,0.197839,0.354007,0.32641,0.41219,0.326416,0.738599,0.161491,2.68434,0.285809,-0.00345689,-0.024769,4.42863,0.459496,111.826,-0.0282259,-0.0268538,0.4411946944892406,-1.0439479257911444,0.0558466,999.0,6.02197,1.65588,1.78772,17710
506,Charlie Blackmon,COL,121,524,475,126,87,23,4,13,62,63,36,2,94,7,4,2,9,4,1,0.265965,0.0683992,0.180067,0.379855,0.324856,0.412646,0.32136,0.737502,0.146681,4.50639,0.305353,-0.683206,-0.187737,64.8001,4.83648,92.1313,-0.870943,-1.46449,-5.6650949120521545,-11.418508052825928,0.0554885,288.67999267578125,2.18166,0.759221,0.542757,7859
507,Charles Leblanc,,25,93,83,19,12,4,0,3,9,9,8,0,30,1,1,0,0,1,1,0.225783,0.0836533,0.321065,0.26055,0.296166,0.363485,0.292356,0.659651,0.137702,3.00276,0.316561,0.0887881,-0.111157,9.33901,-1.28279,89.541,-0.0223692,0.468375,-1.151150235906243,-1.4506689608097076,0.0543819,999.0,2.47826,2.60651,1.56038,19813
508,Tyler Nevin,DET,38,138,124,29,19,6,0,3,13,14,11,0,32,1,1,0,3,1,0,0.23025,0.0826206,0.231443,0.35698,0.300358,0.363669,0.293994,0.664027,0.133419,3.00757,0.280803,-0.101381,-0.0586334,14.0886,-1.73052,91.7482,-0.160014,-2.21693,-1.4446405470371246,-2.454542353749275,0.0523798,999.0,3.04801,1.51698,1.37744,17893
509,Blake Perkins,MIL,14,55,48,10,7,2,0,1,6,5,5,0,15,1,0,0,1,1,0,0.21105,0.0991131,0.272016,0.364365,0.297823,0.349112,0.289,0.646935,0.138062,4.63224,0.271591,-0.112046,0.120092,5.35157,-0.900833,84.4535,0.00804652,0.258866,-0.9795955335721374,-0.3803502023220062,0.0500271,999.0,3.80416,1.90227,1.69041,sa874806
510,Dustin Harris,TEX,6,24,22,5,3,1,0,1,3,3,2,0,5,0,0,0,0,0,0,0.239995,0.0723278,0.221058,0.327189,0.297934,0.403816,0.306523,0.70175,0.163822,3.98697,0.285107,0.0081924,-0.00679916,2.65763,-0.0608478,99.295,0.00139324,0.0,-0.0174671784043312,-0.2664431035518646,0.049546,999.0,2.94948,0.537179,1.81537,sa3010279
511,Lewin DÃ­az,,21,72,67,14,8,3,0,3,7,9,4,0,19,0,0,0,1,0,0,0.205631,0.0567148,0.263614,0.215143,0.254365,0.38175,0.277225,0.636115,0.176119,2.56436,0.240372,-0.104323,-0.00578475,6.38955,-1.86408,78.9141,-0.110108,1.58013,-1.8228241354227064,-0.0337488651275634,0.046,744.0499877929688,5.29856,1.29307,1.53485,18365
512,Jonathan Davis,,20,67,59,13,9,2,0,1,7,5,6,0,18,1,0,0,1,3,1,0.214621,0.0922902,0.271528,0.339891,0.301494,0.306925,0.276527,0.608419,0.0923043,5.60365,0.291869,-0.1133,0.211769,5.89814,-1.76872,75.9285,0.0984698,-0.355182,-1.7767002135515213,-0.0415230393409729,0.0455297,999.0,1.79235,-0.131865,1.71509,15104
513,Alcides Escobar,,42,160,149,36,27,7,1,1,16,13,7,0,33,2,1,1,2,2,1,0.24029,0.0458632,0.205901,0.222744,0.284818,0.328371,0.271706,0.613189,0.0880816,4.68111,0.297811,0.0113728,-0.0834792,13.5018,-4.84758,71.6156,-0.0721064,-1.08911,-5.3641219809651375,0.4055929183959961,0.0452447,999.0,2.64486,0.792412,1.3939,6310
514,Cole Tucker,COL,8,31,28,7,5,2,0,0,3,2,2,0,8,0,0,0,1,0,0,0.230786,0.0715347,0.273315,0.26173,0.287202,0.322963,0.271611,0.610165,0.0921763,4.32482,0.317781,0.0236206,-0.00438095,2.58295,-0.930494,71.2554,0.0192396,0.149659,-1.0069059561938047,0.3950916230678558,0.0441119,999.0,2.73798,0.316518,1.80844,17326
515,Edwin RÃ­os,,62,233,211,46,26,10,0,9,25,28,17,1,78,3,1,0,5,1,1,0.215932,0.074388,0.334694,0.222257,0.284047,0.394135,0.296143,0.678182,0.178202,2.76644,0.291054,-0.107271,-0.198455,24.1423,-2.51862,90.804,-0.305726,-0.276121,-2.7576893866062164,-4.458594977855682,0.0425435,677.1400146484375,0.977186,0.3645,0.822968,18316
516,Buddy Kennedy,ARI,11,41,38,9,7,2,0,0,4,3,3,0,10,0,0,0,1,0,0,0.241396,0.0757811,0.239153,0.316872,0.299945,0.32762,0.279388,0.627565,0.0862249,3.0686,0.313006,0.0258367,-0.0515216,3.71929,-0.993613,76.5711,-0.0256848,-0.00940875,-1.1476043555885551,0.1567724691703915,0.0413065,999.0,2.07148,-0.019653,1.77778,22505
517,Eguy Rosario,SDP,27,60,55,13,8,3,0,1,7,6,5,0,15,1,0,0,1,1,1,0.235419,0.0758508,0.244289,0.310496,0.303178,0.377529,0.300506,0.680706,0.14211,4.39882,0.294879,0.101642,-0.0835596,6.45915,-0.442881,93.8339,0.0180822,-1.61805,-0.4075409490615129,-1.194063812494278,0.0390019,999.0,3.34695,2.11103,1.68986,19964
518,Roman Quinn,,9,33,29,6,4,1,0,1,4,3,4,0,11,0,0,0,0,1,0,0.207138,0.113638,0.344735,0.32964,0.302636,0.320169,0.282213,0.622805,0.113031,5.58332,0.317241,0.0121472,0.0265272,3.05653,-0.722615,82.0305,0.0386744,-0.202828,-0.6296336352825165,-0.0582899302244186,0.0380883,999.0,3.16915,0.580824,1.76726,13546
519,Brent Rooker,OAK,12,43,38,8,5,2,0,2,5,5,4,0,14,1,0,0,1,0,0,0.213757,0.0876605,0.331436,0.264487,0.299179,0.392407,0.304764,0.691586,0.17865,2.38099,0.292787,-0.000757362,-0.0316532,4.74386,-0.170008,103.319,-0.0324106,-0.0965187,0.1280846931040287,-1.1331661641597748,0.0379119,999.0,5.40534,1.66161,1.70004,19627
520,Vimael MachÃ­n,,7,25,22,5,4,1,0,0,2,2,2,0,5,0,0,0,1,0,0,0.222964,0.0906022,0.18635,0.486194,0.300546,0.29824,0.27188,0.598786,0.0752761,2.56154,0.272465,0.0370601,-0.0370601,2.0725,-0.739457,80.1132,-4.59531e-10,0.0,-0.550326705438474,0.0903202965855598,0.0337855,999.0,1.87299,-0.863251,1.82413,17684
521,Andrew Knapp,,17,48,43,9,6,2,0,1,4,4,4,0,14,1,1,0,0,0,0,0.196871,0.074707,0.293373,0.254649,0.265041,0.300169,0.253378,0.565211,0.103298,2.64154,0.264702,0.0709323,-0.0709323,3.37051,-2.16823,61.1069,-1.26585e-09,0.0,-2.1543853295586946,0.8895241022109985,0.0334395,999.0,3.2101,0.220427,1.68304,14942
522,Andrew Velazquez,LAA,32,113,104,21,13,6,0,2,12,9,7,0,37,0,0,1,1,6,1,0.20619,0.0611438,0.326268,0.187403,0.257905,0.319647,0.255467,0.577552,0.113457,6.67586,0.300177,-0.518123,0.922177,8.06979,-4.88247,61.4807,0.404054,-0.302573,-4.505829483270645,1.1901093423366549,0.0299536,739.8699951171875,6.36572,0.365959,1.62873,14196
523,Nathan Lukes,TOR,6,23,21,5,3,1,0,0,2,2,2,0,5,0,0,0,0,1,0,0.238739,0.0656359,0.209348,0.313525,0.292956,0.360619,0.287915,0.653574,0.12188,4.62902,0.28764,-0.0769971,0.0649438,2.25445,-0.402879,86.8604,-0.0120532,0.105999,-0.3556698458269238,-0.1068658903241157,0.0290059,999.0,2.32945,0.637965,1.83809,sa875215
524,JosÃ© Azocar,SDP,46,159,147,36,26,6,1,2,16,14,9,0,37,1,1,1,3,5,2,0.242472,0.0556829,0.233551,0.238418,0.287956,0.342558,0.277956,0.630514,0.100086,5.54049,0.30853,-0.0520751,0.129685,14.2015,-4.0237,78.1743,0.07761,0.0469678,-3.900523453950882,-1.041252288967371,0.0281604,999.0,4.28933,0.180351,1.49473,18821
525,Mickey Moniak,LAA,24,90,82,18,11,4,1,3,10,10,5,0,28,1,1,1,1,1,0,0.217402,0.0593331,0.307431,0.192996,0.270275,0.377796,0.282254,0.648071,0.160395,5.59257,0.289512,0.0294038,0.0106417,8.29181,-1.95668,80.3845,0.0400454,0.23938,-1.9383202381432056,-0.6450543850660324,0.0279209,745.3599853515625,3.17868,0.166881,1.50897,19956
526,Travis Jankowski,,40,119,103,23,19,4,1,1,12,8,13,0,28,1,0,1,2,5,1,0.22789,0.113565,0.235941,0.481328,0.320972,0.293081,0.280336,0.614054,0.0651915,5.52258,0.304985,-0.298215,0.31082,10.7872,-2.76872,79.8275,0.0126045,-0.226927,-2.7222215961664915,-0.8906447291374207,0.0275442,999.0,3.39475,-0.922307,1.63065,13768
527,Bubba Thompson,TEX,83,318,295,69,49,13,2,6,35,27,15,0,91,3,2,3,4,21,4,0.233441,0.0481717,0.286334,0.168236,0.277152,0.346245,0.273938,0.623397,0.112804,7.09859,0.316329,-0.580094,2.29605,27.3202,-9.0428,76.3,1.71596,-0.260996,-6.7652013301849365,-3.08789724111557,0.0269394,361.5899963378906,2.41773,-0.0937056,1.82291,22261
528,Luke Williams,,11,24,22,5,4,1,0,0,3,2,2,0,7,0,0,0,0,2,1,0.227288,0.0710021,0.295007,0.24068,0.28834,0.324833,0.273959,0.613173,0.0975456,7.00382,0.320865,-0.0784366,0.0784366,2.02167,-0.668632,76.9665,1.3966e-09,0.0,-0.6296241269450726,0.0864125341176986,0.0259303,999.0,2.8201,-0.801517,1.85899,19931
529,Kody Clemens,PHI,28,96,88,19,11,4,1,3,10,11,6,0,27,1,1,0,1,1,0,0.213793,0.0634973,0.275833,0.230202,0.266812,0.384937,0.282583,0.651749,0.171145,5.22387,0.263468,-0.0686738,0.031062,8.92099,-2.07416,79.0967,-0.0376119,-0.146841,-2.37287750095129,-0.6322113126516342,0.0235537,999.0,3.64884,1.77771,1.4653,20572
530,Derek Hill,WSN,19,67,62,13,9,3,0,1,7,6,4,0,21,0,0,1,1,2,0,0.214235,0.0609096,0.317015,0.192135,0.26481,0.327986,0.262416,0.592797,0.113751,5.42924,0.301358,-0.135637,0.17496,5.13165,-2.51266,73.0182,0.0393234,0.127402,-1.9904963597655296,0.0864570327103138,0.0232297,999.0,2.0438,-0.500279,1.65917,16947
531,Ernie Clement,OAK,9,32,29,7,5,2,0,0,3,2,2,0,5,0,0,0,1,0,0,0.230523,0.0617752,0.151238,0.408463,0.281455,0.325399,0.269166,0.606853,0.0948757,2.32072,0.265452,0.0251053,-0.0494279,2.60349,-1.02164,78.1975,-0.0243226,-0.12976,-0.802140224725008,0.0079952627420425,0.0224396,999.0,3.12463,0.607982,1.80335,20352
532,Luke Raley,TBR,14,53,47,10,7,2,0,2,6,6,4,0,18,2,0,0,1,0,0,0.22057,0.0709951,0.332418,0.213572,0.29909,0.369501,0.297,0.66859,0.148931,3.49144,0.311046,0.0148023,-0.0432494,5.52838,-0.536896,91.3988,-0.0284471,-0.123799,-0.550177913159132,-1.0003815665841105,0.0192461,999.0,5.01455,2.27747,1.67424,19354
533,Cam Gallagher,,18,62,56,12,9,3,0,1,5,5,4,0,15,1,0,1,1,0,0,0.213538,0.0701908,0.237835,0.295124,0.275198,0.304097,0.25943,0.579295,0.0905587,2.48639,0.27263,-0.125316,-0.0193015,4.61487,-2.47872,65.9532,-0.144618,-0.657341,-2.521398216485977,0.7215890288352966,0.0180969,999.0,1.59085,0.621962,1.65878,12981
534,Wilyer Abreu,BOS,11,45,40,9,5,2,0,1,5,5,5,0,13,0,0,0,1,1,0,0.218752,0.112154,0.293102,0.382645,0.314003,0.369471,0.304913,0.683474,0.150719,4.34243,0.296372,-0.043621,0.0355727,5.01795,-0.174265,92.5656,-0.00804836,-0.404943,-0.3879263466224074,-0.905265897512436,0.0157867,999.0,1.89433,0.200051,1.72373,sa3005082
535,Jake Cave,PHI,37,137,124,28,17,6,1,4,15,15,10,0,42,2,1,1,2,1,0,0.223014,0.0701829,0.305908,0.229425,0.286006,0.373481,0.28896,0.659487,0.150468,5.40531,0.30319,-0.105767,0.0720066,13.4201,-2.26412,83.4554,-0.0337606,-0.832602,-2.670339629054069,-1.7920467853546145,0.015148,746.6400146484375,6.5125,1.35299,1.3213,14477
536,Max Schrock,SDP,6,21,20,5,3,1,0,0,2,2,1,0,4,0,0,0,0,0,0,0.239191,0.0587897,0.18405,0.319423,0.286544,0.331479,0.273661,0.618023,0.0922876,2.97667,0.287765,-0.0136629,-0.0183516,1.80627,-0.604035,67.4118,-0.0320145,0.120202,-0.8301065489649773,0.2140903323888778,0.00965146,999.0,3.95437,0.906233,1.83569,17750
537,Matthew Batten,SDP,8,24,22,5,4,1,0,0,2,2,2,0,7,0,0,0,0,0,0,0.231585,0.0773342,0.266645,0.290026,0.293999,0.304752,0.269584,0.598751,0.0731669,3.51155,0.316707,0.0266678,-0.0213615,2.01351,-0.778835,72.3608,0.00530636,-0.0950665,-0.7665469674393535,0.0352793782949447,0.00703189,999.0,3.8453,2.10945,1.82912,20157
