Name,Team,GS,G,IP,W,L,SV,HLD,H,ER,HR,SO,BB,WHIP,K/9,BB/9,ERA,FIP,-1,WAR,RA9-WAR,-1,ADP,playerid
Anderson Severino,CHW,0,24,24,1,2,0,1,24,14,4,23,17,1.7,8.47,6.42,5.35,5.73,,-0.1,-0.1,,999,sa838671
T.J. McFarland,STL,0,55,55,3,3,0,10,59,26,7,35,18,1.4,5.78,3,4.29,4.53,,-0.1,0,,999,3237
Ryan Helsley,STL,0,60,60,4,4,0,13,54,29,8,61,30,1.41,9.18,4.56,4.39,4.57,,-0.1,0,,999,18138
Yency Almonte,,0,40,40,2,2,0,0,41,23,6,37,21,1.53,8.39,4.65,5.1,5.11,,-0.1,-0.1,,999,15068
Austin Voth,WSN,0,63,63,3,4,1,16,64,34,12,61,23,1.37,8.78,3.26,4.87,4.84,,-0.1,-0.2,,600.4,15047
Yennsy Díaz,NYM,0,33,33,2,2,0,1,34,19,6,28,15,1.49,7.62,4.22,5.18,5.41,,-0.1,-0.1,,999,20218
Demarcus Evans,TEX,0,40,40,2,2,2,3,36,21,7,45,23,1.47,10.09,5.08,4.83,4.92,,-0.1,-0.1,,600.6,21087
Matt Bush,TEX,0,32,32,1,1,0,1,33,19,6,32,16,1.51,8.88,4.39,5.43,5.24,,-0.1,-0.1,,999,1246
Ervin Santana,,0,40,40,1,2,0,0,43,24,8,32,14,1.43,7.31,3.15,5.37,5.21,,-0.1,-0.1,,999,3200
Grant Holmes,OAK,0,44,44,2,2,0,3,44,23,6,37,19,1.44,7.59,3.94,4.71,4.81,,-0.1,-0.1,,999,sa828669
Scott Effross,CHC,0,62,62,4,4,0,16,64,32,10,53,19,1.35,7.71,2.82,4.65,4.6,,-0.1,0,,599.3,18384
Dennis Santana,TEX,0,48,48,2,3,0,8,46,25,7,48,25,1.47,8.99,4.61,4.76,4.72,,-0.1,-0.1,,999,17878
Tyler Clippard,,0,60,60,3,3,0,0,58,32,12,57,21,1.32,8.55,3.13,4.86,5.04,,-0.1,-0.1,,600.8,5640
Caleb Baragar,SFG,0,36,36,2,2,0,1,36,21,6,31,18,1.5,7.7,4.59,5.23,5.4,,-0.1,-0.1,,999,19231
Nick Neidert,MIA,2,36,42,2,3,0,1,46,24,7,29,18,1.5,6.26,3.75,5.19,5.36,,-0.1,-0.1,,999,18699
Josh Rogers,WSN,15,23,91,4,7,0,1,108,60,20,57,30,1.51,5.63,2.91,5.89,5.88,,-0.1,-0.4,,600.7,18510
Justin Lawrence,COL,0,42,42,3,3,0,3,45,26,6,36,27,1.71,7.79,5.75,5.64,5.27,,-0.1,-0.1,,999,17639
Duane Underwood Jr.,PIT,0,70,70,3,4,0,14,71,36,10,65,30,1.43,8.34,3.8,4.69,4.66,,-0.1,-0.2,,999,14677
Jake Woodford,STL,6,38,68,3,4,0,1,71,38,12,51,28,1.46,6.74,3.75,5.08,5.34,,-0.1,-0.1,,598.6,18674
Chase Anderson,TEX,19,19,94,4,7,0,0,103,59,20,72,37,1.48,6.86,3.53,5.64,5.72,,-0.1,-0.2,,999,6895
Anthony Banda,PIT,0,62,62,3,4,1,14,63,32,9,53,26,1.44,7.72,3.74,4.66,4.74,,-0.1,-0.3,,999,14706
Phillips Valdez,BOS,0,44,44,2,2,0,4,47,25,6,38,22,1.55,7.77,4.45,5.17,5.02,,-0.1,-0.1,,999,15605
J.B. Bukauskas,ARI,0,52,52,2,3,0,9,50,28,7,50,29,1.52,8.67,4.94,4.77,4.78,,-0.1,-0.1,,600.5,20491
J.C. Mejía,MIL,3,45,57,3,4,0,3,59,33,10,51,26,1.49,8,4.11,5.23,5.3,,-0.2,-0.1,,999,20617
Joe Barlow,TEX,0,66,66,3,3,24,4,58,34,10,72,36,1.43,9.76,4.93,4.63,4.71,,-0.2,-0.2,,226.8,22296
Lucas Gilbreath,COL,0,54,54,3,3,0,9,58,33,8,50,30,1.62,8.29,5,5.46,5.16,,-0.2,-0.1,,596.4,21290
Kyle Funkhouser,DET,0,64,64,4,5,0,15,62,34,8,61,35,1.51,8.55,4.93,4.72,4.75,,-0.2,0,,999,19456
Ralph Garza Jr.,MIN,0,54,54,3,3,0,9,54,30,9,50,25,1.46,8.39,4.14,4.95,4.96,,-0.2,-0.2,,999,17682
Bryan Garcia,DET,0,42,42,2,3,0,3,45,25,7,32,20,1.56,6.89,4.39,5.37,5.42,,-0.2,-0.2,,999,19457
Jhoulys Chacín,COL,0,66,66,3,4,0,13,71,40,11,56,28,1.5,7.6,3.78,5.41,5.07,,-0.2,-0.2,,999,2608
Bryan Shaw,,0,72,72,4,5,0,0,71,38,10,65,35,1.47,8.13,4.32,4.7,4.71,,-0.2,-0.1,,597.8,8110
Caleb Smith,ARI,0,65,65,3,4,2,13,59,35,12,72,30,1.38,9.92,4.22,4.86,4.9,,-0.2,-0.2,,588.2,14875
Domingo Tapia,KCR,0,66,66,3,4,1,13,67,35,9,54,33,1.51,7.43,4.48,4.82,4.81,,-0.3,0,,999,12178
Dan Straily,ARI,18,18,100,4,8,0,0,114,66,22,74,39,1.52,6.61,3.48,5.92,5.83,,-0.4,-0.3,,567.8,9460
Andres Machado,WSN,0,60,60,2,3,0,13,62,35,10,52,27,1.49,7.73,4.08,5.21,5.25,,-0.4,-0.4,,999,14681
Anthony Gose,CLE,0,58,58,4,7,0,0,51,38,9,71,51,1.75,10.97,7.88,5.91,5.58,,-0.7,-0.8,,601,5097
