,Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
545,Blaine Crim,TEX,3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.241061,0.0533757,0.204634,0.260835,0.289213,0.367955,0.287645,0.657168,0.126894,2.40783,0.283642,,-0.010054,1.32783,-0.240762,85.9728,-0.010054,0.0,-0.2265884038060903,0.0,0.0219981,999.0,,,,sa3010170
546,Alcides Escobar,,44,189,174,41,30,8,1,2,17,16,8,0,39,2,1,1,4,1,0,0.235054,0.0438934,0.208146,0.210878,0.276658,0.31828,0.263436,0.594938,0.0832261,4.03612,0.293131,,-0.0893667,14.6669,-6.95336,68.0916,-0.0893667,-0.57,-6.988672971725464,1.0143621563911438,0.0216514,999.0,,,,6310
547,Stephen Scott,BOS,3,13,12,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.222627,0.0952411,0.221508,0.429966,0.301492,0.355895,0.290732,0.657387,0.133268,3.51274,0.271936,,-0.00377269,1.28309,-0.195205,82.5582,-0.00377269,0.0,-0.2575187783222645,0.0474829375743866,0.0211002,999.0,,,,sa3011469
548,Maikel Garcia,KCR,2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.247962,0.0671669,0.192824,0.348332,0.299467,0.339034,0.281738,0.638501,0.0910721,5.47132,0.301952,,0.0199792,0.624285,-0.150752,78.5661,0.0199792,0.03,-0.143503563478589,0.1225925888866186,0.0204287,999.0,,,,22715
549,Dustin Harris,TEX,3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.241864,0.0680408,0.213886,0.318117,0.298756,0.376576,0.296138,0.675332,0.134712,5.0246,0.290039,,0.0191432,1.42035,-0.148236,91.9667,0.0191432,0.0,-0.104865837842226,-0.138888880610466,0.0201957,999.0,,,,sa3010279
550,Alexander Canario,CHC,6,27,25,6,3,1,0,1,3,3,2,0,8,0,0,0,0,0,0,0.220029,0.0703179,0.302506,0.232451,0.279584,0.383032,0.289241,0.662616,0.163003,4.96898,0.288238,,0.0324727,2.69067,-0.446787,85.4428,0.0324727,0.0,-0.4315915405750274,-0.3023263812065124,0.0196968,999.0,,,,sa3003316
551,Patrick Mazeika,LAD,2,6,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.214112,0.0647334,0.175041,0.369818,0.275693,0.320492,0.265371,0.596186,0.106381,1.73237,0.243901,,-0.00529363,0.472944,-0.210676,70.4553,-0.00529363,0.04,-0.2105115153826773,0.1943209841847419,0.019382,999.0,,,,18142
552,Joey Ortiz,BAL,2,7,6,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.242532,0.0636949,0.194358,0.32772,0.295418,0.347301,0.283212,0.642719,0.104769,3.99855,0.290792,,-0.000563181,0.641853,-0.144996,83.1387,-0.000563181,0.0,-0.1311289588338695,0.0925925895571708,0.0189229,999.0,,,,sa3009889
553,Parker Meadows,DET,28,114,104,23,15,5,1,2,11,10,8,0,27,1,1,1,2,2,0,0.216873,0.0719374,0.233144,0.308553,0.277658,0.337059,0.271279,0.614717,0.120186,4.9243,0.26879,,0.101241,9.56948,-3.48828,75.7188,0.101241,0.0,-3.0189824253320694,-0.432098776102066,0.018821,999.0,,,,sa3007943
554,Willie MacIver,COL,10,38,34,8,5,2,0,1,4,4,2,0,10,0,0,0,1,1,0,0.223372,0.0627786,0.270336,0.232224,0.280565,0.356801,0.280661,0.637367,0.133429,4.81175,0.288517,,0.0239501,3.43666,-0.869885,64.3133,0.0239501,-0.32,-1.5375992078334093,0.451604962348938,0.0187831,999.0,,,,sa3007828
555,Andrew Velazquez,LAA,3,14,13,3,2,1,0,0,2,1,1,0,5,0,0,0,0,1,0,0.209568,0.0600244,0.331967,0.180815,0.261893,0.340311,0.264776,0.602204,0.130743,6.84868,0.296301,,0.060036,1.09839,-0.498823,68.0501,0.060036,0.03,-0.4421671107411384,0.1688888799399137,0.0179313,739.8699951171875,,,,14196
556,Kyle McCann,OAK,5,18,16,3,2,1,0,0,1,2,1,0,7,0,0,0,0,0,0,0.174341,0.0782974,0.38794,0.201829,0.247401,0.290176,0.241858,0.537578,0.115835,2.32778,0.27077,,-0.0122001,1.09578,-0.977467,58.9269,-0.0122001,0.05,-0.8502221275120974,0.4358024783432483,0.017008,999.0,,,,sa1159677
557,Ehire Adrianza,,6,28,25,6,4,1,0,0,3,2,2,0,6,0,0,0,1,0,0,0.223648,0.0825862,0.226813,0.364115,0.295091,0.323628,0.276843,0.618718,0.0999794,3.48507,0.281831,,-0.0175809,2.46678,-0.730624,74.1772,-0.0175809,-0.03,-0.8565030097961426,0.0625925902277231,0.0152463,999.0,,,,8418
558,Rylan Bannon,HOU,3,14,13,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.207208,0.0880447,0.26574,0.331319,0.284223,0.331615,0.274989,0.615838,0.124407,4.17857,0.266238,,0.00356489,1.22399,-0.38946,77.6724,0.00356489,0.0,-0.3509588914457708,0.0462962947785854,0.0151102,999.0,,,,19768
559,Khalil Lee,NYM,3,14,12,2,2,1,0,0,2,1,1,0,5,0,0,0,0,0,0,0.200586,0.0955535,0.3627,0.263451,0.292698,0.31245,0.274384,0.605147,0.111863,5.56116,0.31571,,0.0272527,1.21624,-0.395911,80.8535,0.0272527,0.08,-0.2863763533532619,-0.0588888823986053,0.0134653,749.469970703125,,,,19952
560,Luke Raley,TBR,8,34,31,7,4,1,0,1,4,3,2,0,11,1,0,0,1,0,0,0.214629,0.0677176,0.318076,0.212898,0.291805,0.353642,0.287159,0.645447,0.139013,4.67487,0.297869,,0.00257922,3.3249,-0.618584,90.7374,0.00257922,-0.12,-0.3568901354447007,-0.6138271614909172,0.0131934,999.0,,,,19354
561,Michael Stefanic,LAA,2,7,6,2,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.251263,0.0740347,0.135975,0.544473,0.316668,0.32586,0.287238,0.642528,0.0745966,3.32105,0.285264,,-0.00551104,0.673776,-0.124831,83.9017,-0.00551104,0.0,-0.1320316717028617,0.0308641958981752,0.0126901,999.0,,,,25353
562,Jo Adell,LAA,13,56,52,11,7,2,0,2,7,6,3,0,19,1,0,0,1,1,0,0.219095,0.0585995,0.342249,0.171219,0.273142,0.383015,0.286907,0.656157,0.16392,5.43273,0.306375,,0.0474096,5.37549,-1.01336,83.6676,0.0474096,-0.08,-0.9794737175107002,-0.6818518191576004,0.0120651,473.9100036621094,,,,20220
563,Ernie Clement,OAK,3,13,12,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0.234529,0.0561619,0.14505,0.387189,0.283439,0.321237,0.267729,0.604675,0.0867074,4.18814,0.267152,,-0.000638709,1.08189,-0.445762,77.1841,-0.000638709,-0.02,-0.343652204144746,0.0262962952256202,0.0112729,999.0,,,,20352
564,Tommy La Stella,SEA,71,308,276,66,47,13,1,6,30,30,25,1,45,2,2,1,7,1,0,0.240185,0.0796295,0.146544,0.543381,0.304662,0.353839,0.29166,0.658502,0.113654,2.45059,0.266725,,-0.287719,30.8077,-4.42528,87.6911,-0.287719,-0.37,-4.624904841184616,-5.353572487831116,0.00981542,748.3599853515625,,,,12371
565,Peyton Burdick,MIA,3,14,12,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.211253,0.0866996,0.318523,0.272192,0.292534,0.359293,0.289259,0.651827,0.148039,4.24795,0.292508,,-0.00133835,1.34525,-0.223152,87.424,-0.00133835,-0.09,-0.2017493904568255,-0.1671604961156845,0.00963348,999.0,,,,25459
566,Wilyer Abreu,BOS,16,70,62,14,8,3,0,1,8,6,7,0,21,1,0,0,1,1,0,0.219041,0.0969533,0.298214,0.325113,0.299756,0.35084,0.289414,0.650596,0.1318,5.11836,0.303766,,0.0797511,6.83611,-1.12394,81.6285,0.0797511,0.0,-1.3594075664877892,-0.7670320868492126,0.00909509,999.0,,,,sa3005082
567,Ryan Vilade,PIT,28,117,106,25,18,5,0,1,11,10,8,0,23,1,1,1,2,2,0,0.233695,0.0716155,0.193349,0.370395,0.293351,0.32891,0.276309,0.622261,0.0952151,4.70148,0.281596,,0.157025,10.2618,-3.10366,75.7436,0.157025,0.58,-3.1370382010936737,-0.7162962555885315,0.00758947,999.0,,,,22165
568,Sergio AlcÃ¡ntara,CHC,2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.226413,0.0836201,0.249419,0.33526,0.293671,0.329243,0.277257,0.622914,0.10283,4.2004,0.293388,,-0.00225877,0.607389,-0.176976,77.2518,-0.00225877,0.0,-0.1835543448105454,0.0251938644796609,0.0075616,999.0,,,,16417
569,David Fry,CLE,2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.218562,0.0658431,0.235632,0.279433,0.278271,0.345594,0.275602,0.623865,0.127032,2.75773,0.269048,,-0.00419407,0.600913,-0.186779,77.3654,-0.00419407,0.0,-0.1796532599255442,0.0308641958981752,0.00737137,999.0,,,,sa3006787
570,Chad Wallach,LAA,2,6,5,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.190958,0.0763314,0.309777,0.246407,0.262107,0.30154,0.25335,0.563646,0.110581,1.67624,0.260916,,-0.00502599,0.416423,-0.268097,59.9873,-0.00502599,0.0,-0.2745711836032569,0.1543209850788116,0.00735612,999.0,,,,17161
571,Jermaine Palacios,DET,2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.220631,0.0569503,0.268189,0.212352,0.268636,0.329499,0.264123,0.598135,0.108868,4.61938,0.289399,,0.00184467,0.524737,-0.243367,70.6687,0.00184467,0.0,-0.2198718864237889,0.0740146413445472,0.0071074,999.0,,,,18371
572,Dixon Machado,HOU,2,7,6,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.216304,0.0727583,0.201721,0.360688,0.28052,0.29041,0.257153,0.57093,0.0741057,3.4218,0.266884,,-0.00218618,0.512072,-0.294655,65.0861,-0.00218618,0.03,-0.2793729584664106,0.1225925888866186,0.00708795,999.0,,,,11472
573,Davis Wendzel,TEX,3,14,13,2,2,0,0,0,1,1,1,0,4,0,0,0,0,0,0,0.198129,0.0692612,0.277899,0.249232,0.261198,0.325985,0.260941,0.587183,0.127856,3.09708,0.25211,,-0.00422491,1.03693,-0.531661,67.1283,-0.00422491,0.0,-0.5116584403440356,0.138888880610466,0.00664958,999.0,,,,sa3011890
574,Vinny Capra,TOR,2,7,6,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.227421,0.0720517,0.220127,0.327319,0.289739,0.341098,0.279694,0.630837,0.113677,4.22312,0.280021,,0.00269346,0.628072,-0.165653,81.059,0.00269346,0.06,-0.1452587938401848,-0.0164835639297962,0.00618745,999.0,,,,25040
575,Steele Walker,DET,5,20,18,4,3,1,0,0,2,2,1,0,4,0,0,0,0,0,0,0.212433,0.0649896,0.205346,0.316489,0.27052,0.323602,0.263384,0.594122,0.111169,4.50783,0.253982,,0.0132199,1.56238,-0.741927,70.1473,0.0132199,0.08,-0.663754959590733,0.0799999982118606,0.00597349,999.0,,,,22093
576,Clay Dungan,KCR,3,14,12,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.216476,0.0605452,0.213086,0.284135,0.27205,0.315385,0.260977,0.587435,0.0989093,5.39574,0.267276,,0.0213012,1.02508,-0.524997,63.9152,0.0213012,0.0,-0.5291566886007786,0.1493655443191528,0.00537188,999.0,,,,sa1169803
577,Kaden Polcovich,SEA,3,14,12,2,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.199641,0.07639,0.273324,0.279485,0.270881,0.308553,0.259048,0.579434,0.108912,4.7725,0.262935,,0.0142967,1.01504,-0.551588,70.6415,0.0142967,0.0,-0.4383375979959965,0.0503202863037586,0.00499144,999.0,,,,sa3014496
578,Kody Clemens,PHI,16,67,61,13,8,3,0,2,6,6,5,0,18,0,0,0,1,1,0,0.206661,0.0699517,0.271084,0.258044,0.265569,0.345627,0.268406,0.611196,0.138966,4.37616,0.262442,,-0.00103993,5.47584,-2.2052,73.6913,-0.00103993,0.18,-1.9897299441508949,-0.0998353958129882,0.00482204,999.0,,,,20572
579,Brennen Davis,CHC,2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.218885,0.0798193,0.298092,0.267767,0.293387,0.35946,0.289455,0.652847,0.140574,3.87816,0.29481,,-0.000416698,0.673834,-0.110531,85.5891,-0.000416698,0.0,-0.1152668246359098,-0.0755815953016281,0.00415048,999.0,,,,sa3007876
580,Willie Calhoun,,3,14,13,3,2,1,0,0,1,1,1,0,2,0,0,0,0,0,0,0.221217,0.0788345,0.152882,0.515656,0.289223,0.349857,0.283036,0.63908,0.128641,2.45727,0.240214,,-0.0109126,1.29633,-0.295222,83.5547,-0.0109126,-0.01,-0.2684914600104093,-0.1488888803869485,0.00263601,738.9500122070312,,,,17838
581,Billy Hamilton,,5,21,19,4,3,1,0,0,2,1,1,0,6,0,0,0,0,1,0,0.202459,0.0701065,0.284911,0.246065,0.260236,0.280296,0.242718,0.540532,0.0778374,7.22064,0.283102,,0.134319,1.2573,-1.09498,53.751,0.134319,0.23,-0.9363085180521012,0.3071604967117309,0.00260756,999.0,,,,10199
582,Michael Chavis,,5,20,19,4,3,1,0,1,2,2,1,0,6,0,0,0,0,0,0,0.228739,0.0538463,0.292557,0.184054,0.278104,0.379451,0.287078,0.657554,0.150711,3.93915,0.298268,,-0.0055464,1.9605,-0.3663,82.1224,-0.0055464,0.0,-0.4282032949849963,-0.2314814776182174,0.00249105,741.77001953125,,,,17321
583,Franchy Cordero,BAL,3,14,12,3,2,1,0,0,2,1,1,0,5,0,0,0,0,0,0,0.220061,0.084169,0.340045,0.247523,0.291174,0.378105,0.293683,0.669279,0.158044,5.29464,0.315744,,0.00801848,1.39815,-0.175548,90.5284,0.00801848,-0.04,-0.1386694479733705,-0.2927362993359566,0.00064209,734.0,,,,14567
584,Mark Vientos,NYM,2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0.223191,0.0731427,0.307466,0.237889,0.284353,0.371675,0.285832,0.656028,0.148484,2.4623,0.297638,,-0.00512115,0.672204,-0.133873,88.6777,-0.00512115,0.02,-0.0978532899171114,-0.1343209855258464,0.000480969,999.0,,,,22184
585,Stephen Piscotty,,13,56,51,11,8,2,0,2,6,6,4,0,15,1,0,0,1,0,0,0.224215,0.068075,0.274851,0.24768,0.286021,0.360679,0.285448,0.6467,0.136465,3.03833,0.286453,,-0.0407195,5.32503,-1.08097,83.3772,-0.0407195,-0.13,-1.1056733317673206,-0.7318518161773682,-0.000657225,999.0,,,,13367
586,Heliot Ramos,SFG,2,7,6,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0.239308,0.066859,0.269209,0.248354,0.297944,0.356622,0.288551,0.654565,0.117314,4.83643,0.317466,,0.0058237,0.674856,-0.116479,86.314,0.0058237,-0.05,-0.1042181937955319,-0.1425925903022289,-0.00151042,745.72998046875,,,,22515
587,Hunter Stovall,COL,3,14,13,3,2,1,0,0,2,1,1,0,3,0,0,0,0,0,0,0.24721,0.0590093,0.202883,0.290854,0.295301,0.356655,0.286775,0.651955,0.109445,5.25219,0.301633,,0.0126381,1.33352,-0.253106,68.4928,0.0126381,0.0,-0.4952913736924529,0.0,-0.00307433,999.0,,,,sa3008181
588,Jake Lamb,LAA,3,14,12,3,2,0,0,0,2,1,1,0,4,0,0,0,0,0,0,0.204293,0.100741,0.309253,0.325756,0.292678,0.360386,0.290183,0.653063,0.156093,2.5629,0.26955,,-0.011519,1.38022,-0.216995,85.9799,-0.011519,-0.03,-0.2318940479308366,-0.2614814769476652,-0.00517807,999.0,,,,13329
589,Dominic Fletcher,ARI,3,14,13,3,2,1,0,0,1,1,1,0,3,0,0,0,0,0,0,0.237286,0.0568897,0.23859,0.238441,0.286598,0.343801,0.277863,0.630399,0.106515,4.27932,0.303954,,-0.00294801,1.22608,-0.348687,75.5285,-0.00294801,0.0,-0.394506714772433,-0.138888880610466,-0.0074407,999.0,,,,sa1115778
590,Bligh Madris,HOU,5,21,19,4,3,1,0,0,2,2,2,0,5,0,0,0,0,0,0,0.223044,0.0734058,0.248673,0.29519,0.283667,0.35063,0.27939,0.634297,0.127586,4.41168,0.282747,,-0.00539918,1.90997,-0.510213,80.7784,-0.00539918,-0.01,-0.4632079978473484,-0.2929218206554651,-0.00874293,999.0,,,,20054
591,Brent Rooker,OAK,10,40,36,7,4,2,0,1,4,4,3,0,13,1,0,0,1,0,0,0.206527,0.0864201,0.334261,0.25854,0.287947,0.359574,0.285745,0.647521,0.153046,3.03898,0.289911,,-0.0249334,3.81907,-0.7639,89.8972,-0.0249334,-0.01,-0.4805865678936243,-0.884485611692071,-0.0095453,999.0,,,,19627
592,Brenton Doyle,COL,10,42,39,9,6,2,0,1,5,4,2,0,13,0,0,0,1,1,0,0.234656,0.0457008,0.314137,0.145481,0.2748,0.370282,0.281417,0.645082,0.135626,5.5377,0.322653,,0.0575179,3.82343,-0.936434,64.8306,0.0575179,0.0,-1.643387347459793,0.1543209850788116,-0.00955816,999.0,,,,sa3009965
593,Kyle Stowers,BAL,84,358,323,72,45,16,1,10,37,38,29,1,111,4,2,0,6,2,1,0.222095,0.0801733,0.311486,0.25739,0.291211,0.369964,0.290516,0.661175,0.147869,3.71621,0.303863,,-0.159932,35.4519,-5.46419,88.2933,-0.159932,0.07,-4.873773574829102,-6.596666507422924,-0.00996326,999.0,,,,26151
594,Nathan Lukes,TOR,16,69,64,15,10,3,0,1,7,6,4,0,14,1,1,0,1,1,0,0.233717,0.0630294,0.204993,0.30747,0.287755,0.335054,0.274658,0.622809,0.101338,4.3937,0.285485,,0.0270265,6.00313,-1.93413,77.5052,0.0270265,0.0,-1.7300885897129774,-0.5761317014694214,-0.0104466,999.0,,,,sa875215
595,Jared Young,CHC,3,14,13,3,2,1,0,0,1,1,1,0,4,0,0,0,0,0,0,0.222247,0.0655405,0.260162,0.251922,0.281594,0.337941,0.273779,0.619534,0.115694,3.87315,0.288384,,-0.00282609,1.17688,-0.391847,74.8743,-0.00282609,0.06,-0.4033115485217422,-0.1919386424124241,-0.0141214,999.0,,,,20404
596,Matt Wallner,MIN,11,48,43,9,6,2,0,1,5,5,5,0,17,1,0,0,1,0,0,0.208938,0.0985248,0.356111,0.276669,0.298075,0.353116,0.288002,0.651191,0.144178,4.19375,0.313356,,-0.0158914,4.70772,-0.837352,87.6772,-0.0158914,0.0,-0.6883475165814161,-0.9902263283729552,-0.0143769,999.0,,,,26466
597,Andrelton Simmons,,66,287,262,59,47,10,1,2,25,20,17,0,46,2,2,1,7,3,1,0.223939,0.0590842,0.161939,0.364854,0.275203,0.284677,0.251638,0.55988,0.0607376,3.84397,0.265073,,-0.117887,19.5819,-13.2489,59.8987,-0.117887,1.13,-13.284671306610107,3.732880711555481,-0.0174877,999.0,,,,10847
598,Cade Marlowe,SEA,13,55,50,10,7,2,0,1,5,5,4,0,18,1,0,0,1,1,0,0.207679,0.0726172,0.321551,0.225834,0.271729,0.335111,0.268135,0.60684,0.127432,5.28587,0.289716,,0.10666,4.45565,-1.81088,77.0544,0.10666,0.0,-1.30839916318655,-0.6038434505462646,-0.0178511,999.0,,,,sa1170288
599,Seth Beer,ARI,8,34,30,7,5,2,0,1,3,4,3,0,8,1,0,0,1,0,0,0.231156,0.073383,0.220796,0.332357,0.312612,0.356998,0.297832,0.66961,0.125842,1.97896,0.282723,,-0.0341912,3.61117,-0.32575,89.1772,-0.0341912,0.0,-0.4671212136745453,-0.8641975522041321,-0.0183739,999.0,,,,20493
600,Lewis Brinson,,24,105,97,21,14,4,0,3,11,11,6,0,31,1,1,0,2,1,0,0.221461,0.0586807,0.297378,0.197327,0.275368,0.373143,0.284451,0.648511,0.151682,4.7274,0.290061,,0.0257333,9.90124,-2.11002,82.6846,0.0257333,-0.44,-2.0542523059993982,-1.5974074006080627,-0.0228931,999.0,,,,14352
601,Nick Pratto,KCR,75,312,276,58,33,14,2,9,32,32,30,1,105,3,2,0,4,4,1,0.208574,0.0964099,0.337137,0.285967,0.291871,0.365699,0.290576,0.65757,0.157124,4.59538,0.297391,,0.0600381,30.9054,-4.7463,84.8031,0.0600381,1.18,-5.271873027086258,-4.864238619804382,-0.0235378,999.0,,,,22117
602,Blake Perkins,MIL,13,55,49,10,7,2,0,1,6,5,5,0,15,0,0,0,1,1,0,0.20872,0.0938058,0.275229,0.340828,0.288418,0.325537,0.274407,0.613955,0.116817,5.23499,0.276727,,0.108802,4.77572,-1.5533,74.4791,0.108802,0.0,-1.5323669835925102,-0.6018518209457397,-0.028906,999.0,,,,sa874806
603,Ildemaro Vargas,WSN,60,251,235,54,40,11,1,2,21,20,12,1,36,1,2,1,6,2,1,0.231093,0.0490657,0.141763,0.346111,0.270641,0.317314,0.258858,0.587955,0.0862208,3.70259,0.260999,,-0.0908467,18.5555,-10.1417,62.8346,-0.0908467,0.71,-10.9275785908103,2.186476409435272,-0.0327988,748.0499877929688,,,,13324
604,Yadiel Hernandez,WSN,10,41,37,9,6,2,0,1,4,4,3,0,10,0,0,0,1,0,0,0.241092,0.0742131,0.23512,0.31564,0.298928,0.359188,0.289645,0.658116,0.118096,2.47825,0.298911,,-0.0358932,4.00396,-0.649632,83.8771,-0.0358932,-0.44,-0.798237930983305,-0.8884210288524628,-0.0335819,746.0499877929688,,,,19334
605,Colin Moran,,24,105,95,22,15,4,0,3,11,11,9,0,27,1,1,0,2,0,0,0.227617,0.0862745,0.260049,0.331762,0.297728,0.361676,0.291581,0.659405,0.134059,1.95451,0.286818,,-0.0992286,10.496,-1.51523,87.6361,-0.0992286,-0.38,-1.5844282060861588,-2.309012293815613,-0.0482792,747.22998046875,,,,16909
606,Edwin RÃ­os,,60,259,234,49,29,11,1,9,26,31,19,1,91,3,2,0,4,1,0,0.211094,0.074667,0.349763,0.213479,0.279308,0.378597,0.28785,0.657905,0.167503,2.73199,0.295775,,-0.168256,25.1226,-4.50519,85.0454,-0.168256,-0.3,-4.599363565444946,-4.374074280261993,-0.0529008,677.1400146484375,,,,18316
607,Stone Garrett,WSN,63,264,248,55,33,12,1,9,28,29,13,1,81,2,2,0,3,5,1,0.222919,0.0476903,0.307698,0.154991,0.265911,0.386595,0.282818,0.652505,0.163676,4.9663,0.291792,,0.193364,24.5917,-5.65668,79.2111,0.193364,0.71,-6.195953637361527,-3.2102509140968323,-0.054795,999.0,,,,19273
608,Justin Upton,SEA,42,182,161,33,20,6,0,6,20,19,17,0,58,3,1,0,3,1,1,0.205236,0.0935052,0.318642,0.293449,0.290159,0.361576,0.289867,0.651735,0.15634,3.49884,0.275568,,-0.0836489,17.9453,-2.87421,86.4459,-0.0836489,-0.35,-2.905799627304077,-3.5907407701015472,-0.0572154,999.0,,,,5222
609,Dee Strange-Gordon,,28,119,112,28,22,4,1,0,12,8,5,0,20,1,1,0,3,3,1,0.247136,0.0393444,0.166961,0.23565,0.280524,0.305652,0.258952,0.586177,0.0585163,6.01221,0.296715,,0.2173,8.81083,-4.80193,64.978,0.2173,0.34,-4.550598457455635,0.1073314398527145,-0.0579399,999.0,,,,8203
610,Cole Tucker,COL,10,42,38,8,6,2,0,1,4,3,3,0,11,0,0,0,1,1,0,0.221145,0.0715382,0.267005,0.267929,0.280616,0.32452,0.268767,0.605136,0.103375,5.79718,0.295358,,0.0434705,3.40525,-1.35461,56.184,0.0434705,-0.21,-2.075611934065819,0.0986419767141342,-0.0607862,999.0,,,,17326
611,J.J. Matijevic,HOU,13,56,52,11,7,3,0,2,6,6,4,0,18,0,0,0,1,1,0,0.211024,0.0738764,0.321076,0.23009,0.273441,0.357649,0.276902,0.63109,0.146625,4.57846,0.290567,,0.00208427,4.98174,-1.47207,79.0228,0.00208427,0.04,-1.3302469081245365,-1.1637036427855492,-0.0734612,999.0,,,,20165
612,Andrew Bechtold,MIN,5,19,17,3,2,1,0,0,2,2,2,0,6,0,0,0,0,0,0,0.202652,0.0804915,0.329621,0.244194,0.269202,0.310745,0.259551,0.579947,0.108093,2.68688,0.293122,,-0.0118158,1.40061,-0.749522,67.5998,-0.0118158,-0.67,-0.6973985955119133,-0.6009377539157867,-0.0735557,999.0,,,,sa829787
613,Kole Calhoun,,71,308,275,57,36,12,1,9,31,34,27,1,88,3,2,0,5,1,1,0.208562,0.089035,0.284421,0.31304,0.286358,0.358897,0.284743,0.645255,0.150335,2.93631,0.266118,,-0.211751,29.1152,-6.11784,82.8877,-0.211751,-1.26,-6.241492658853531,-4.547037124633789,-0.0752371,999.0,,,,11200
614,Jerar Encarnacion,MIA,19,82,76,17,11,3,0,2,8,9,5,0,28,1,0,0,1,1,0,0.225249,0.062331,0.339726,0.183475,0.278678,0.362082,0.280676,0.64076,0.136833,3.55072,0.321695,,-0.0338946,7.51059,-1.89983,81.5576,-0.0338946,-0.28,-1.7972833178937435,-1.74604931473732,-0.081831,999.0,,,,21871
615,Nomar Mazara,BAL,19,83,75,17,12,4,0,2,8,8,6,0,20,1,1,0,2,0,0,0.233618,0.0747183,0.23727,0.314908,0.29743,0.358536,0.289874,0.655966,0.124918,2.07758,0.290297,,-0.076105,8.13913,-1.30305,87.8405,-0.076105,-0.86,-1.205997183918953,-2.219427585601806,-0.0840284,748.0,,,,14553
616,Brett Sullivan,SDP,13,55,51,11,8,3,0,1,5,5,3,0,9,0,0,0,1,1,0,0.219275,0.0570623,0.164672,0.346521,0.266863,0.322117,0.259539,0.58898,0.102842,4.19853,0.250904,,0.0254755,4.09618,-2.19283,68.5483,0.0254755,-0.08,-1.984297325834632,-0.6860097795724869,-0.0864273,999.0,,,,sa857232
617,Ryan Noda,OAK,78,321,278,56,34,13,1,8,31,31,35,1,105,5,2,1,5,4,1,0.20026,0.1083,0.32899,0.329188,0.298631,0.336885,0.284658,0.635516,0.136625,4.03789,0.28668,,0.172481,30.2758,-6.38795,89.1302,0.172481,0.0,-3.749496877193451,-7.272376537322998,-0.0869981,999.0,,,,sa873960
618,Ryan O'Hearn,,49,206,186,42,26,9,1,6,21,23,17,1,54,2,1,0,4,1,0,0.223315,0.0802099,0.260335,0.308103,0.290403,0.377225,0.292665,0.667628,0.15391,2.87234,0.276738,,-0.138668,20.8052,-2.80021,89.8095,-0.138668,-0.5,-2.5059823244810104,-4.885802268981934,-0.0870386,748.1400146484375,,,,16442
619,Robinson CanÃ³,ATL,42,182,169,39,26,9,0,4,17,19,11,1,39,1,1,0,4,0,0,0.229551,0.0588141,0.215638,0.272745,0.277249,0.354183,0.276469,0.631432,0.124633,1.78427,0.27504,,-0.150648,16.0082,-4.81135,77.1423,-0.150648,-0.03,-4.909943372011185,-1.974444417282939,-0.0979379,999.0,,,,3269
620,Charlie Culberson,,32,140,129,29,21,5,1,2,14,11,8,0,37,1,1,1,3,3,1,0.226174,0.0545125,0.263063,0.207222,0.27401,0.322819,0.263907,0.596829,0.0966447,5.12294,0.299726,,0.0812228,10.9168,-5.09825,68.4187,0.0812228,-0.85,-4.976980894804001,-0.7512346059083939,-0.120751,999.0,,,,3298
621,Yoshi Tsutsugo,TEX,55,238,209,45,28,9,1,6,24,24,26,0,65,1,2,0,4,1,0,0.213399,0.109407,0.271199,0.403421,0.301953,0.353906,0.291914,0.65586,0.140507,2.73791,0.274092,,-0.196147,23.8539,-3.37163,87.8671,-0.196147,-0.25,-3.4997041672468185,-5.4638447761535645,-0.123966,999.0,,,,27459
