last_name, first_name,player_id,year,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Butera, Drew,460077,2020,30,22.5,16.7,99.4,85.9,89,87.3,391,150,,5,5.4,16.7,,0,0
Araúz, Jonathan,660620,2020,51,9.4,41.2,106.6,85.6,86.4,86.5,347,160,347,13,9.2,25.5,,0,0
Ervin, Phillip,640447,2020,52,16,25,104.8,85.4,89.4,80.3,348,169,,13,7.7,25,,0,0
Kieboom, Carter,666198,2020,67,11.9,31.3,104.9,85.1,89.4,81.2,347,151,,14,5.9,20.9,,0,0
Wade Jr., LaMonte,664774,2020,30,15.3,26.7,105.6,85,88.8,81.2,376,162,,9,11.5,30,,0,0
Freeman, Mike,502273,2020,28,19.8,42.9,102.3,84.8,89.4,79.8,359,207,,5,6.6,17.9,,0,0
Sogard, Eric,519299,2020,96,15.2,43.8,104.6,84.4,85.8,84,380,168,380,14,7.5,14.6,,0,0
Wolters, Tony,547172,2020,72,8.2,40.3,102.4,84.1,88.2,78,410,166,,15,8.4,20.8,,0,0
Sierra, Magneuris,642423,2020,38,3.8,31.6,105.6,83.7,83.1,84.2,376,130,,7,8.5,18.4,,0,0
Smith, Mallex,605480,2020,32,2.1,12.5,100.1,83.7,85.1,83.1,324,107,,6,6.5,18.8,,0,0
Madrigal, Nick,663611,2020,96,4.3,30.2,104.7,83.7,85.9,83.4,351,129,,19,10.3,19.8,,0,0
Garcia, Greg,594824,2020,46,11.1,26.1,102.4,83.4,86.2,81.4,336,145,,5,4.6,10.9,,0,0
Hechavarría, Adeiny,588751,2020,47,11.2,21.3,105.1,82.9,85.7,81.2,361,140,,11,8,23.4,,0,0
Gallagher, Cam,595956,2020,43,14.9,37.2,102,82.7,89.4,80.1,382,152,382,10,10.1,23.3,,0,0
Dyson, Jarrod,502481,2020,51,5.7,23.5,103.3,82.7,85.6,82.3,348,123,,9,7.9,17.6,,0,0
Mejía, Francisco,642336,2020,30,23.4,36.7,100.3,81.5,91,76.1,343,157,343,4,4.1,13.3,,0,0
Strange-Gordon, Dee,543829,2020,62,14.1,30.6,96,79.2,82.5,80.4,329,140,,3,2,4.8,,0,0
