Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mSO,PTS,aPOS,Dollars,playerid
Jacob deGrom,NYM,SP,24.13999939,152,2.86679416,-1.782823347,13.19258885,13.01682489,4.432468773,31.72585333,8.787425154,41.51327848,10954
Max Scherzer,NYM,SP,16.29000092,189,3.66067562,-1.782823347,6.498800638,9.76159409,5.682639369,23.82088637,8.787425154,33.60831152,3137
Gerrit Cole,NYY,SP,10.38000011,201,5.248438539,-1.782823347,4.7560118,8.5677919,6.497968018,23.28738691,8.787425154,33.07481206,13125
Corbin Burnes,MIL,SP,10.32999992,174,3.66067562,-1.782823347,7.545695857,6.750819615,4.54117926,20.71554701,8.787425154,30.50297216,19361
Zack Wheeler,PHI,SP,23.89999962,206,4.454557079,-1.782823347,4.784243669,4.553084408,4.160692557,16.16975437,8.787425154,25.95717952,10310
Shane Bieber,CLE,SP,29.70999908,193,2.86679416,-1.782823347,4.031886312,4.345361043,4.649889747,14.11110791,8.787425154,23.89853307,19427
Brandon Woodruff,MIL,SP,17.47999954,187,3.66067562,-1.782823347,3.205894489,3.732493633,3.997626827,12.81386722,8.787425154,22.60129238,16162
Aaron Nola,PHI,SP,47,194,3.66067562,-1.782823347,1.434873781,3.058512143,4.37811353,10.74935173,8.787425154,20.53677688,16149
Justin Verlander,,SP,108.7600021,175,2.86679416,-1.782823347,0.422320015,5.463970715,3.617140124,10.58740167,8.787425154,20.37482682,8700
Robbie Ray,SEA,SP,48.61999893,194,2.86679416,-1.782823347,0.303282954,2.520837251,5.845705099,9.753796116,8.787425154,19.54122127,11486
Charlie Morton,ATL,SP,95.94999695,169,2.86679416,-1.782823347,2.991100676,1.625053958,2.693100989,8.393226436,8.787425154,18.18065159,4676
Carlos Rodon,,SP,124.8099976,154,2.0729127,-1.782823347,2.340609654,3.184516058,2.530035259,8.345250324,8.787425154,18.13267548,16137
Chris Sale,BOS,SP,51.09999847,157,2.0729127,-1.782823347,1.339117031,3.087693594,2.530035259,7.246935237,8.787425154,17.03436039,10603
Liam Hendriks,CHW,RP,36.04999924,68,-3.484257519,6.148714609,3.326089577,4.705518598,-2.525002366,8.171062899,7.505149695,16.67621259,3548
Josh Hader,MIL,RP,35.66999817,67,-3.484257519,5.328210683,4.225715865,3.303993042,-1.981449933,7.392212138,7.505149695,15.89736183,14212
Joe Musgrove,SDP,SP,82.70999908,182,2.86679416,-1.782823347,0.914480964,1.295102432,2.747456232,6.041010441,8.787425154,15.82843559,12970
Logan Webb,SFG,SP,55,191,2.86679416,-1.782823347,3.567957233,-1.146064523,2.475680016,5.981543539,8.787425154,15.76896869,17995
Pablo Lopez,MIA,SP,131.8099976,166,2.0729127,-1.782823347,2.295207058,1.721876422,1.497285637,5.804458469,8.787425154,15.59188362,17085
Walker Buehler,LAD,SP,16.37999916,201,4.454557079,-1.782823347,-1.467737754,0.502668533,3.834561097,5.541225609,8.787425154,15.32865076,19374
Edwin Diaz,NYM,RP,71,67,-3.484257519,7.242719845,3.094125037,2.497480706,-2.633712852,6.716355216,7.505149695,15.22150491,14710
Sean Manaea,OAK,SP,159.1000061,179,2.0729127,-1.782823347,0.218587345,2.467274678,1.769061853,4.745013229,8.787425154,14.53243838,15873
Sandy Alcantara,MIA,SP,39.29000092,202,2.86679416,-1.782823347,1.027408441,-0.515342922,3.127942935,4.723979267,8.787425154,14.51140442,18684
Kevin Gausman,TOR,SP,61.24000168,191,3.66067562,-1.782823347,-2.089996907,1.273472487,3.236653421,4.297981275,8.787425154,14.08540643,14107
Trevor Rogers,MIA,SP,102.2900009,154,1.27903124,-1.782823347,2.340609654,0.764979048,1.605996123,4.207792718,8.787425154,13.99521787,22286
Max Fried,ATL,SP,72.13999939,185,3.66067562,-1.782823347,1.610374582,-1.490094487,2.095193313,4.093325681,8.787425154,13.88075083,13743
Blake Snell,SDP,SP,127.8600006,158,2.0729127,-1.782823347,2.136876984,-1.425204653,2.801811475,3.80357316,8.787425154,13.59099831,13543
Aroldis Chapman,NYY,RP,84.23999786,64,-3.484257519,6.969218536,2.964026833,0.981278496,-2.633712852,4.796553493,7.505149695,13.30170319,10233
Yu Darvish,SDP,SP,100.5199966,159,2.0729127,-1.782823347,-1.02593096,2.127020467,2.095193313,3.486372172,8.787425154,13.27379733,13074
Jack Flaherty,STL,SP,64.86000061,177,2.86679416,-1.782823347,-0.245341734,-0.066938987,2.584390502,3.356080594,8.787425154,13.14350575,17479
Shohei Ohtani,LAA,SP,7.949999809,165,2.0729127,-1.782823347,-0.199939137,0.589188312,2.475680016,3.155018544,8.787425154,12.9424437,19755
Frankie Montas,OAK,SP,90.86000061,179,2.0729127,-1.782823347,-0.347208069,0.585412559,2.366969529,2.895263372,8.787425154,12.68268853,14309
Raisel Iglesias,LAA,RP,59.81000137,68,-3.484257519,6.695717227,1.628703335,2.554819033,-3.231620528,4.163361547,7.505149695,12.66851124,17130
Emmanuel Clase,CLE,RP,63.09999847,67,-3.484257519,6.695717227,3.094125037,1.422130924,-3.612107231,4.115608437,7.505149695,12.62075813,21032
Clayton Kershaw,,SP,174.9499969,148,1.27903124,-1.782823347,0.948822417,1.765136311,0.464536014,2.674702636,8.787425154,12.46212779,2036
Mike Clevinger,SDP,SP,197.7599945,138,1.27903124,-1.782823347,1.458154092,0.922915592,0.736312231,2.613589809,8.787425154,12.40101496,12808
Julio Urias,LAD,SP,34.13999939,189,3.66067562,-1.782823347,-2.553925986,0.352283496,2.856166719,2.532376501,8.787425154,12.31980166,14765
Freddy Peralta,MIL,SP,57.47999954,163,2.0729127,-1.782823347,-1.22966363,-0.332000679,3.345363908,2.073788952,8.787425154,11.86121411,18679
Shane McClanahan,TBR,SP,110.7099991,159,2.0729127,-1.782823347,0.671455282,-0.561353989,1.497285637,1.897476283,8.787425154,11.68490144,21483
Jose Berrios,TOR,SP,74.23999786,198,3.66067562,-1.782823347,-2.729426786,-0.475858786,3.019232448,1.691799149,8.787425154,11.4792243,14168
Alex Wood,SFG,SP,216.8099976,164,2.0729127,-1.782823347,1.265482565,-1.081174688,1.116798934,1.591196163,8.787425154,11.37862132,13781
Ryan Pressly,HOU,RP,73.48000336,66,-3.484257519,6.422215918,2.296365084,1.095955151,-3.720817718,2.609460916,7.505149695,11.11461061,7005
Lucas Giolito,CHW,SP,42.86000061,184,2.86679416,-1.782823347,-3.713748683,0.334429304,3.345363908,1.050015342,8.787425154,10.8374405,15474
Taylor Rogers,MIN,RP,242,67,-3.484257519,4.781208065,2.528329623,1.690968369,-3.340331015,2.175917524,7.505149695,10.68106722,13449
Nathan Eovaldi,BOS,SP,134.8999939,183,2.86679416,-1.782823347,-2.814122395,0.545928423,2.040838069,0.85661491,8.787425154,10.64404006,9132
Lance Lynn,CHW,SP,60.24000168,187,2.86679416,-1.782823347,-3.583650479,-0.30006805,3.019232448,0.219484733,8.787425154,10.00690989,2520
Jordan Romano,TOR,RP,107.4300003,66,-3.484257519,5.601711992,1.73056967,0.55828026,-3.394686258,1.011618144,7.505149695,9.516767838,16122
Luis Castillo,CIN,SP,80.66999817,195,2.86679416,-1.782823347,-1.162138749,-3.873923114,3.508429638,-0.443661413,8.787425154,9.343763742,15689
Eduardo Rodriguez,DET,SP,158.4799957,187,2.0729127,-1.782823347,-1.886264237,-2.181930169,2.638745745,-1.139359307,8.787425154,8.648065847,13164
Carlos Carrasco,NYM,SP,309.519989,144,1.27903124,-1.782823347,-0.544831155,-0.614916562,0.355825528,-1.307714296,8.787425154,8.479710859,6632
Giovanny Gallegos,STL,RP,123.0999985,70,-3.484257519,4.507706756,0.961041586,1.32530846,-3.449041501,-0.139242218,7.505149695,8.365907476,14986
Dylan Cease,CHW,SP,88,170,2.0729127,-1.782823347,-3.566479752,-1.543657061,3.127942935,-1.692104525,8.787425154,8.09532063,18525
Framber Valdez,HOU,SP,130.6699982,191,3.66067562,-1.782823347,1.304775577,-6.791650879,1.660351366,-1.948671663,8.787425154,7.838753491,17295
Blake Treinen,LAD,RP,180.0500031,70,-3.484257519,5.601711992,0.961041586,-0.287716213,-3.612107231,-0.821327386,7.505149695,7.683822308,12572
Shane Baz,TBR,SP,146.2400055,118,-0.30873168,-1.782823347,-0.352159627,0.851498827,-0.676924094,-2.269139921,8.787425154,7.518285234,22264
Chris Bassitt,OAK,SP,139.0500031,186,2.0729127,-1.782823347,-3.815615018,-0.626243823,1.605996123,-2.545773365,8.787425154,7.24165179,12304
Lance McCullers Jr.,HOU,SP,152.9499969,147,1.27903124,-1.782823347,0.151062464,-3.131276036,0.736312231,-2.747693448,8.787425154,7.039731706,14120
Will Smith,ATL,RP,97.19000244,70,-3.484257519,5.8752133,-0.170549242,-0.556553659,-3.285975771,-1.622122891,7.505149695,6.883026803,8048
Andrew Kittredge,TBR,RP,281.1900024,65,-3.484257519,3.68720283,1.49860513,0.769779378,-4.155659664,-1.684329845,7.505149695,6.820819849,12828
Lucas Sims,CIN,RP,274.9500122,65,-4.278138979,5.328210683,-0.198781112,0.232104487,-3.122910042,-2.039514963,7.505149695,6.465634732,13470
Michael Kopech,CHW,SP,177.5200043,111,-1.10261314,-1.782823347,-0.844320575,0.718967981,-0.513858364,-3.524647445,8.787425154,6.262777709,17282
Zac Gallen,ARI,SP,148.1900024,178,2.0729127,-1.782823347,-3.408149678,-3.235650006,2.801811475,-3.551898856,8.787425154,6.235526298,19291
Alex Cobb,SFG,SP,273.3800049,151,1.27903124,-1.782823347,-0.052670206,-3.170760172,-0.133371662,-3.860594146,8.787425154,5.926831008,6562
David Bednar,PIT,RP,200.6699982,64,-4.278138979,4.781208065,0.700845177,-0.094071286,-3.829528204,-2.719685228,7.505149695,5.785464467,19569
Ranger Suarez,PHI,SP,179.3800049,165,2.0729127,-1.782823347,-0.765734551,-4.249885708,0.681956988,-4.043573918,8.787425154,5.743851236,17277
Steven Matz,STL,SP,256.8099976,161,1.27903124,-1.782823347,-2.259388123,-1.790864562,0.410180771,-4.14386402,8.787425154,5.643561134,13361
Alek Manoah,TOR,SP,88.09999847,147,1.27903124,-1.782823347,-3.24371002,-1.249413917,0.845022717,-4.151893326,8.787425154,5.635531828,26410
Hyun-Jin Ryu,TOR,SP,192.7100067,177,2.86679416,-1.782823347,-3.640114217,-2.486475997,0.355825528,-4.686793874,8.787425154,5.100631281,14444
Camilo Doval,SFG,RP,148.7599945,67,-4.278138979,5.328210683,0.830943381,-2.072755869,-3.394686258,-3.586427042,7.505149695,4.918722653,21992
Scott Barlow,KCR,RP,176.8600006,66,-4.278138979,5.601711992,0.033183428,-1.054744414,-3.938238691,-3.636226664,7.505149695,4.86892303,14993
Tarik Skubal,DET,SP,198.5200043,158,1.27903124,-1.782823347,-4.08687257,-1.694042098,1.334219907,-4.950486868,8.787425154,4.836938287,22267
Tylor Megill,NYM,SP,350.1000061,115,-0.30873168,-1.782823347,-1.048053245,-0.664703383,-1.220476527,-5.024788182,8.787425154,4.762636973,21318
Aaron Ashby,MIL,SP,271.3299866,81,-2.690376059,-1.509322038,2.946856106,-1.270019285,-2.579357609,-5.102218886,8.787425154,4.685206269,23550
Andrew Heaney,LAD,SP,316.519989,134,0.48514978,-1.782823347,-3.996067377,-0.381787499,0.138404555,-5.537123888,8.787425154,4.250301266,15423
Corey Knebel,PHI,RP,192.6699982,60,-4.278138979,2.319696286,0.904577847,0.483087741,-3.775172961,-4.345950067,7.505149695,4.159199628,15010
Gregory Soto,DET,RP,204.5700073,68,-4.278138979,4.781208065,0.497112507,-2.015417541,-3.503396744,-4.518632693,7.505149695,3.986517002,19677
Logan Gilbert,SEA,SP,157.9499969,141,-0.30873168,-1.782823347,-4.069701843,0.288418238,-0.024661175,-5.897499807,8.787425154,3.889925348,22250
Jordan Montgomery,NYY,SP,235.7599945,164,2.0729127,-1.782823347,-4.392471575,-2.963036807,0.953733204,-6.111685825,8.787425154,3.675739329,16511
Garrett Whitlock,BOS,RP,253.9499969,68,-3.484257519,3.68720283,-0.068682907,-0.940067759,-4.101304421,-4.907109776,7.505149695,3.598039918,20191
Trevor Bauer,LAD,SP,299.0499878,78,-2.690376059,-1.782823347,-0.012219168,0.977502742,-2.742423339,-6.250339171,8.787425154,3.537085984,12703
Pierce Johnson,SDP,RP,413.8999939,64,-4.278138979,3.68720283,0.135049763,-0.900583623,-3.720817718,-5.077287727,7.505149695,3.427861968,13435
Dinelson Lamet,SDP,RP,352.8999939,52,-4.278138979,-0.141815494,1.877838601,1.637405795,-4.210014907,-5.114724984,7.505149695,3.390424711,17186
Tyler Mahle,CIN,SP,122.0999985,176,2.0729127,-1.782823347,-6.135260413,-3.350326661,2.747456232,-6.448041489,8.787425154,3.339383666,16358
Devin Williams,MIL,RP,309.6199951,65,-3.484257519,-1.235820729,2.064400544,0.232104487,-3.122910042,-5.546483259,7.505149695,2.958666435,15816
Matt Barnes,BOS,RP,254.8099976,66,-3.484257519,1.22569105,0.598978842,-0.785906968,-3.285975771,-5.731470367,7.505149695,2.773679328,12863
Patrick Sandoval,LAA,SP,234.3800049,147,1.27903124,-1.782823347,-2.112119192,-4.744300709,0.192759798,-7.16745221,8.787425154,2.619972945,19447
Jose Alvarado,PHI,RP,567.4299927,67,-3.484257519,0.678688433,1.962534209,-2.072755869,-3.068554798,-5.984345544,7.505149695,2.52080415,17780
Rowan Wick,CHC,RP,376.4299927,64,-4.278138979,6.148714609,-1.562336479,-2.244770851,-4.210014907,-6.146546607,7.505149695,2.358603088,14646
Sixto Sanchez,MIA,SP,346.3800049,92,-1.896494599,-1.782823347,-0.1594881,-0.639297684,-3.122910042,-7.601013772,8.787425154,2.186411382,19680
Yusei Kikuchi,SEA,SP,338.519989,152,1.27903124,-1.782823347,-3.21547815,-3.919934181,0.029694068,-7.60951037,8.787425154,2.177914784,20633
Huascar Ynoa,ATL,SP,229.4799957,124,-0.30873168,-1.782823347,-2.355144874,-2.568195446,-0.731279338,-7.746174685,8.787425154,2.04125047,20468
Mark Melancon,ARI,RP,127.2399979,65,-4.278138979,6.422215918,-0.764576526,-2.99394486,-4.862277826,-6.476722273,7.505149695,2.028427422,4264
Elieser Hernandez,MIA,SP,332.8099976,140,-0.30873168,-1.782823347,-4.867461796,-0.575432426,-0.296437391,-7.83088664,8.787425154,1.956538514,16933
Craig Kimbrel,CHW,RP,135.3800049,66,-3.484257519,-0.688818112,0.033183428,0.289442814,-2.851133825,-6.701583214,7.505149695,1.80356648,6655
Pete Fairbanks,TBR,RP,488.3800049,64,-4.278138979,0.678688433,0.700845177,-0.094071286,-3.720817718,-6.713494373,7.505149695,1.791655321,17998
Anthony Bender,MIA,RP,418.2900085,63,-4.278138979,0.952189741,1.034676051,-0.420247059,-4.046949177,-6.758469423,7.505149695,1.746680272,19742
Tyler Wells,BAL,RP,438.2900085,64,-4.278138979,3.960704139,-2.128131893,-0.362908732,-3.992593934,-6.801069399,7.505149695,1.704080295,20000
Aaron Bummer,CHW,RP,588.8099976,64,-3.484257519,-1.782823347,2.964026833,-0.631746177,-3.938238691,-6.873038901,7.505149695,1.632110793,16258
Adam Wainwright,STL,SP,180.7599945,194,2.0729127,-1.782823347,-4.788875772,-4.737773778,0.953733204,-8.282826994,8.787425154,1.504598161,2233
Joe Ryan,MIN,SP,202.3300018,142,0.48514978,-1.782823347,-6.100918959,-0.998430663,0.084049312,-8.312973877,8.787425154,1.474451277,21390
Brusdar Graterol,LAD,RP,584.1900024,66,-3.484257519,0.131685815,1.164774256,-0.785906968,-4.101304421,-7.075008837,7.505149695,1.430140857,20367
Trevor May,NYM,RP,545.4299927,63,-4.278138979,-1.235820729,1.034676051,0.923940169,-3.557751988,-7.113095476,7.505149695,1.392054218,6398
Ian Anderson,ATL,SP,135.5200043,166,2.0729127,-1.782823347,-3.928542496,-6.343246945,1.497285637,-8.484414451,8.787425154,1.303010704,19951
Luis Severino,NYY,SP,165.7599945,115,-1.10261314,-1.782823347,-2.745439487,-1.202378274,-1.709673716,-8.542927964,8.787425154,1.24449719,15890
Sonny Gray,CIN,SP,181.5700073,163,1.27903124,-1.782823347,-4.624436114,-5.171074699,1.660351366,-8.638951553,8.787425154,1.148473601,12768
Seth Lugo,NYM,RP,595.8099976,70,-3.484257519,-1.509322038,0.961041586,0.249958678,-3.666462474,-7.449041768,7.505149695,1.056107927,12447
Anthony DeSclafani,SFG,SP,189.6199951,175,1.27903124,-1.782823347,-5.235634124,-3.676502434,0.681956988,-8.733971678,8.787425154,1.053453477,13050
Dylan Floro,MIA,RP,227.5700073,67,-4.278138979,3.413701521,-0.300647447,-1.803918423,-4.536146367,-7.505149695,7.505149695,1,13394
Patrick Corbin,WSN,SP,417.3299866,174,2.0729127,-1.782823347,-4.90180325,-5.346865435,1.171154177,-8.787425154,8.787425154,1,9323
Jonathan Loaisiga,NYY,RP,391.8099976,66,-3.484257519,-1.235820729,1.164774256,0.020605368,-3.992593934,-7.527292558,7.505149695,0.977857136,19753
Paul Sewald,SEA,RP,321.8999939,67,-4.278138979,-0.141815494,-0.300647447,0.615618587,-3.503396744,-7.608380077,7.505149695,0.896769617,13892
John Means,BAL,SP,233.7100067,172,0.48514978,-1.782823347,-8.194709399,-0.084793178,0.681956988,-8.895219156,8.787425154,0.892205998,16269
Jake McGee,SFG,RP,285.8099976,66,-4.278138979,0.405187124,0.033183428,0.289442814,-4.101304421,-7.651630034,7.505149695,0.853519661,7550
Luis Garcia,HOU,SP,161.8999939,168,1.27903124,-1.782823347,-6.293590487,-3.80903328,1.605996123,-9.00041975,8.787425154,0.787005404,23735
Dustin May,LAD,SP,507.7099915,43,-4.278138979,-1.782823347,1.487543988,0.583685958,-5.079698799,-9.06943118,8.787425154,0.717993975,19716
Drew Rasmussen,TBR,SP,276,114,-1.10261314,-1.782823347,-1.845813199,-2.872741275,-1.60096323,-9.20495419,8.787425154,0.582470965,25385
Tyler Matzek,ATL,RP,544.2399902,68,-3.484257519,-1.235820729,1.062907921,-1.208905205,-3.177265285,-8.043340817,7.505149695,0.461808877,10058
Kyle Finnegan,WSN,RP,406.6700134,66,-4.278138979,5.8752133,-2.229998228,-3.205443978,-4.210014907,-8.048382792,7.505149695,0.456766903,15009
Zach Eflin,PHI,SP,453.7600098,130,-0.30873168,-1.782823347,-4.358130121,-1.417653146,-1.492252743,-9.359591037,8.787425154,0.427834118,13774
Stephen Strasburg,WSN,SP,326.6700134,153,0.48514978,-1.782823347,-4.680899853,-3.862595854,0.410180771,-9.430988502,8.787425154,0.356436652,10131
Genesis Cabrera,STL,RP,593.8099976,66,-3.484257519,-1.509322038,1.164774256,-0.785906968,-3.612107231,-8.226819501,7.505149695,0.278330194,17490
Chad Green,NYY,RP,389.1400146,63,-4.278138979,-1.509322038,-0.096914777,1.46161506,-3.829528204,-8.252288938,7.505149695,0.252860756,15552
Caleb Ferguson,LAD,RP,999,50,-4.278138979,-1.782823347,1.413909522,0.447379358,-4.318725394,-8.518398839,7.505149695,-0.013249145,19349
Mike Minor,KCR,SP,454.5700073,176,1.27903124,-1.782823347,-6.701055827,-3.350326661,0.573246501,-9.981928094,8.787425154,-0.194502939,10021
Tommy Kahnle,LAD,RP,999,54,-4.278138979,-1.782823347,1.210176852,0.407895222,-4.26437015,-8.707260402,7.505149695,-0.202110707,11384
Lou Trivino,OAK,RP,281.6199951,65,-4.278138979,4.781208065,-1.896167354,-2.725107414,-4.59050161,-8.708707292,7.505149695,-0.203557597,15043
Jose Quintana,PIT,SP,553.0499878,156,0.48514978,-1.782823347,-3.419210821,-5.572442991,0.247115041,-10.04221234,8.787425154,-0.254787182,11423
James Karinchak,CLE,RP,398,66,-4.278138979,-1.235820729,0.598978842,-0.785906968,-3.068554798,-8.769442633,7.505149695,-0.264292938,20151
Diego Castillo,SEA,RP,368.6199951,65,-4.278138979,-0.688818112,0.367014302,-0.305570404,-4.046949177,-8.95246237,7.505149695,-0.447312675,17496
Diego Castillo,SEA,RP,599.0499878,65,-4.278138979,-0.688818112,0.367014302,-0.305570404,-4.046949177,-8.95246237,7.505149695,-0.447312675,17496
Matthew Boyd,,SP,585.8099976,81,-2.690376059,-1.782823347,-2.14530262,-0.194669503,-3.449041501,-10.26221303,8.787425154,-0.474787876,15440
Danny Duffy,,SP,551.6699829,98,-1.896494599,-1.782823347,-2.728268761,-1.639454948,-2.307581392,-10.35462305,8.787425154,-0.567197893,3542
Jake Diekman,,RP,588.5700073,69,-3.484257519,-1.782823347,0.729077046,-1.420404323,-3.122910042,-9.081318184,7.505149695,-0.57616849,5003
Chris Paddack,SDP,SP/RP,396.2900085,62,-3.484257519,-1.782823347,-0.89467473,0.32892695,-4.536146367,-10.36897501,8.787425154,-0.581549858,20099
Miles Mikolas,STL,SP,468.480011,145,0.48514978,-1.782823347,-4.273434513,-2.708277799,-2.090160419,-10.3695463,8.787425154,-0.582121144,9803
Marcus Stroman,CHC,SP,158.8999939,191,2.0729127,-1.782823347,-4.918973977,-6.522813434,0.736312231,-10.41538583,8.787425154,-0.627960672,13431
Taijuan Walker,NYM,SP,352.7099915,166,1.27903124,-1.782823347,-6.191724152,-4.461384826,0.736312231,-10.42058885,8.787425154,-0.633163699,11836
Trevor Williams,NYM,SP,598,82,-2.690376059,-1.782823347,-1.347542666,-0.943843513,-3.720817718,-10.4854033,8.787425154,-0.697978148,16977
Garrett Crochet,CHW,RP,499.9500122,69,-3.484257519,-1.782823347,0.163281632,-0.882729432,-3.340331015,-9.32685968,7.505149695,-0.821709986,27463
Daniel Hudson,LAD,RP,539.1400146,61,-4.278138979,-0.688818112,-0.560843856,0.002751177,-3.829528204,-9.354577973,7.505149695,-0.849428279,7146
Tanner Houck,BOS,SP,209.5200043,99,-1.896494599,-1.782823347,-2.496304221,-2.388628957,-2.144515663,-10.70876679,8.787425154,-0.921341633,19879
Jon Gray,TEX,SP,279.1000061,178,1.27903124,-1.782823347,-6.802922162,-5.117512125,1.605996123,-10.81823027,8.787425154,-1.030805116,14916
Ken Giles,SEA,RP,248.5700073,54,-4.278138979,0.405187124,-0.48720939,-0.398617114,-4.807922583,-9.566700943,7.505149695,-1.061551248,12910
Alex Reyes,STL,RP,272,68,-3.484257519,0.678688433,-0.634478321,-2.821929878,-3.449041501,-9.711018787,7.505149695,-1.205869092,15015
JT Brubaker,PIT,SP,514.0999756,138,-0.30873168,-1.782823347,-4.765595461,-3.647320982,-0.622568851,-11.12704032,8.787425154,-1.339615166,17578
A.J. Puk,OAK,RP,525.5700073,73,-3.484257519,-0.415316803,-0.606246452,-1.459888459,-3.883883447,-9.84959268,7.505149695,-1.344442985,19343
Jesus Luzardo,MIA,SP,306.8099976,83,-2.690376059,-1.782823347,-1.115578127,-2.230692413,-3.340331015,-11.15980096,8.787425154,-1.372375806,19959
Michael Fulmer,DET,RP,366.3299866,65,-4.278138979,0.131685815,-0.764576526,-0.57440785,-4.481791123,-9.967228663,7.505149695,-1.462078969,13218
Hector Neris,HOU,RP,461.5700073,72,-3.484257519,-0.96231942,-0.838210991,-1.248389341,-3.449041501,-9.982218773,7.505149695,-1.477069078,11804
David Peterson,NYM,SP,582.9500122,69,-2.690376059,-1.782823347,-0.402513782,-2.226916659,-4.210014907,-11.31264475,8.787425154,-1.5252196,20302
Luis Garcia,SDP,RP,545.2399902,60,-4.278138979,-1.509322038,0.904577847,-0.861099487,-4.373080637,-10.11706329,7.505149695,-1.611913599,6984
Andres Munoz,SEA,RP,521.289978,46,-5.072020439,-1.509322038,1.051846778,-0.050811397,-4.59050161,-10.17080871,7.505149695,-1.665659011,20373
Bailey Ober,MIN,SP,277.4299927,145,0.48514978,-1.782823347,-7.668206997,-2.439440354,-0.133371662,-11.53869258,8.787425154,-1.751267424,21224
Corey Kluber,TBR,SP,362.2399902,148,0.48514978,-1.782823347,-5.84072255,-4.149287491,-0.350792635,-11.63847624,8.787425154,-1.851051088,2429
Sam Coonrod,PHI,RP,999,59,-4.278138979,-1.235820729,0.106817893,-0.649600369,-4.318725394,-10.37546758,7.505149695,-1.870317883,17264
Richard Bleier,MIA,RP,598.6400146,62,-4.278138979,-1.235820729,1.368506926,-1.015260278,-5.297119773,-10.45783283,7.505149695,-1.952683138,7803
Collin McHugh,,RP,530.1400146,63,-4.278138979,-1.782823347,-0.096914777,-0.151409614,-4.155659664,-10.46494638,7.505149695,-1.959796685,7531
Bailey Falter,PHI,SP/RP,592.8099976,61,-4.278138979,-1.782823347,-0.560843856,-0.534923714,-4.59050161,-11.74723151,8.787425154,-1.959806351,20070
Reid Detmers,LAA,SP,451.1900024,90,-1.896494599,-1.782823347,-3.452394248,-1.829324121,-2.796778582,-11.7578149,8.787425154,-1.970389744,27468
Jordan Hicks,STL,RP,528.289978,57,-4.278138979,-0.96231942,1.340275056,-2.108464251,-4.481791123,-10.49043872,7.505149695,-1.985289023,19618
Luke Jackson,ATL,RP,581.7600098,66,-3.484257519,-1.509322038,0.033183428,-1.592419305,-3.992593934,-10.54540937,7.505149695,-2.040259674,11752
Domingo German,NYY,SP,407.4299927,90,-2.690376059,-1.782823347,-3.452394248,-1.022811785,-2.905489068,-11.85389451,8.787425154,-2.066469353,17149
Art Warren,CIN,RP,523.8599854,54,-4.278138979,-1.782823347,0.078586024,-0.398617114,-4.26437015,-10.64536357,7.505149695,-2.140213872,18251
Joe Barlow,TEX,RP,231.3800049,66,-4.278138979,4.781208065,-3.361589056,-3.743118869,-4.101304421,-10.70294326,7.505149695,-2.197793565,22296
Alex Vesia,LAD,RP,593.3800049,62,-4.278138979,-1.235820729,-0.328879316,-1.284097723,-3.612107231,-10.73904398,7.505149695,-2.233894284,25007
David Price,LAD,SP,577.4299927,91,-1.896494599,-1.782823347,-2.654634295,-2.578498131,-3.122910042,-12.03536041,8.787425154,-2.247935259,3184
Luis Patino,TBR,SP,307.7099915,98,-1.896494599,-1.782823347,-3.859859588,-2.177129839,-2.361936636,-12.07824401,8.787425154,-2.290818855,22815
Jake Cousins,MIL,RP,593.710022,60,-4.278138979,-1.782823347,0.338782433,-1.129936932,-3.992593934,-10.84471076,7.505149695,-2.339561065,21620
Adbert Alzolay,CHC,SP,345.519989,95,-1.896494599,-1.782823347,-3.424162379,-2.349144821,-2.688068095,-12.14069324,8.787425154,-2.353268087,17859
A.J. Minter,ATL,RP,595.4799805,62,-4.278138979,-1.782823347,0.236916098,-1.015260278,-4.046949177,-10.88625568,7.505149695,-2.381105988,18655
Kirby Yates,ATL,RP,553.1900024,36,-5.072020439,-1.235820729,0.429587625,0.451155112,-5.514540746,-10.94163918,7.505149695,-2.436489482,9073
Tim Mayza,TOR,RP,600.1400146,62,-4.278138979,-1.235820729,0.236916098,-1.284097723,-4.42743588,-10.98857721,7.505149695,-2.483427519,15042
Luke Weaver,ARI,SP,463.7099915,140,-0.30873168,-1.782823347,-5.999052624,-3.801481773,-0.405147878,-12.2972373,8.787425154,-2.509812147,16918
Matt Wisler,TBR,RP,999,60,-4.278138979,-1.235820729,-1.358603809,0.214250295,-4.373080637,-11.03139386,7.505149695,-2.526244164,12804
Jake Odorizzi,HOU,SP,458.6199951,70,-3.484257519,-1.782823347,-2.433730898,-0.556553659,-4.155659664,-12.41302509,8.787425154,-2.625599932,6397
Tanner Scott,BAL,RP,600.5700073,60,-4.278138979,-1.235820729,0.338782433,-1.936449269,-4.046949177,-11.15857572,7.505149695,-2.653426027,17586
Craig Stammen,SDP,RP,583.1400146,60,-4.278138979,-1.509322038,-0.227012981,-0.323424596,-4.862277826,-11.20017642,7.505149695,-2.695026726,7274
Tim Hill,SDP,RP,999,60,-4.278138979,-1.509322038,0.338782433,-1.129936932,-4.75356734,-11.33218286,7.505149695,-2.827033162,16814
Nick Sandlin,CLE,RP,600.4799805,62,-4.278138979,-1.509322038,-0.328879316,-1.284097723,-3.938238691,-11.33867675,7.505149695,-2.833527053,20517
