last_name,first_name,playerid,player_id,year,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95per-swing,ev95percent,barrels,brl_percent,brl_pa
Zimmerman, Ryan,4220,475582,2019,134,9.7,32.8,110.6,91.4,96.8,88.1,437,167,393,66,21.6,49.3,10,7.5,5.3
Urshela, Gio,10681,570482,2019,359,13.6,36.5,113.3,90.6,94.2,87.7,461,187,407,147,14.5,40.9,25,7,5.3
Beckham, Tim,7949,542921,2019,202,10.8,33.7,108.6,87.2,93.2,81.9,434,172,401,66,10.6,32.7,17,8.4,5.2
Suzuki, Kurt,8259,435559,2019,247,18.9,39.7,107.3,86,90.4,80.2,423,189,386,80,14.7,32.4,16,6.5,5.2
Moran, Colin,16909,592567,2019,353,12.5,37.1,110.1,88.2,93.3,84.6,422,171,393,121,12.5,34.3,26,7.4,5.2
Escobar, Eduardo,6153,500871,2019,516,18.4,38.6,106.9,87.8,91.1,83.8,433,213,393,162,11.5,31.4,36,7,5.2
Longoria, Evan,9368,446334,2019,346,14,35.8,110.3,89.7,93.2,86.8,438,186,406,141,14.9,40.8,26,7.5,5.1
Davis, Chris,9272,448801,2019,171,14.1,39.8,108.4,89.1,93.1,84,417,195,390,67,10.9,39.2,18,10.5,5.1
Rodríguez, Ronny,11875,500135,2019,199,16.2,29.1,111.1,88.9,93.7,85.6,454,190,396,80,14,40.2,15,7.5,5.1
Travis, Sam,16263,607752,2019,109,8,26.6,110.4,89.1,92.1,89.1,443,153,425,41,12.5,37.6,8,7.3,5.1
Guzmán, Ronald,14388,608597,2019,173,14.8,36.4,110.7,85.6,91.6,79.3,447,185,406,62,10.3,35.8,15,8.7,5.1
Maldonado, Martín,6887,455117,2019,250,12.7,26,110.1,88.1,93.6,85,425,160,383,85,13.2,34,19,7.6,5.1
Smith, Dominic,15653,642086,2019,133,15.1,36.8,108.5,88.3,91.9,85.8,435,184,399,46,12.4,34.6,10,7.5,5.1
Senzel, Nick,19293,669222,2019,275,10.9,32,107.6,87.7,92.1,85.6,422,163,390,104,13,37.8,21,7.6,5.1
Piña, Manny,2829,444489,2019,109,16.2,44,109.5,88.5,91.7,85,416,205,403,37,10.9,33.9,9,8.3,5
Thames, Eric,3711,519346,2019,258,19,36,110.5,90.9,93.5,87.4,432,210,396,111,12.5,43,23,8.9,5
Frazier, Todd,785,453943,2019,341,17.1,34.6,108.4,88.3,92,85.8,437,187,392,129,15.1,37.8,25,7.3,5
Kingery, Scott,17975,664068,2019,314,17.8,39.2,111.4,88.4,93.5,83.4,437,198,389,122,12.3,38.9,25,8,5
Martin, Jason,16429,641829,2019,26,5.6,23.1,108.4,91,93.9,90.7,374,157,,13,16.9,50,2,7.7,5
Murphy, Sean,19352,669221,2019,37,7.3,40.5,111.1,90.7,96.6,87.8,448,189,393,14,11.6,37.8,3,8.1,5
Knapp, Andrew,14942,595284,2019,88,16.1,36.4,105.2,89.2,94.3,82.9,418,191,408,37,11.1,42,8,9.1,5
Romine, Austin,5491,519222,2019,180,10.9,29.4,111.4,88.5,92.2,87.5,446,159,399,72,14.6,40,12,6.7,5
Albies, Ozzie,16556,645277,2019,532,15.6,36.8,110.8,88.9,91.4,86.3,444,191,394,181,13.1,34,35,6.6,5
Morales, Kendrys,8610,434778,2019,145,9.5,29,111.2,91.3,94.3,89.4,417,155,408,65,19.8,44.8,10,6.9,5
Polanco, Jorge,13152,593871,2019,524,19.1,41.6,108.2,88,91.7,83.3,424,210,393,172,13.9,32.8,35,6.7,5
Hosmer, Eric,3516,543333,2019,461,2.1,29.1,114.3,90.8,94.1,88.9,432,139,402,212,16.6,46,33,7.2,4.9
Stewart, DJ,17766,621466,2019,101,12.9,26.7,111.7,87.9,96.4,83.9,408,161,394,35,13,34.7,7,6.9,4.9
Jones, Adam,6368,430945,2019,387,13.5,31.3,108.5,86.2,90.2,84.3,441,168,405,120,11.5,31,26,6.7,4.9
Turner, Trea,16252,607208,2019,410,9.9,29.8,113.5,90.4,93.1,89.7,453,160,408,172,16.5,42,28,6.8,4.9
Wieters, Matt,4298,446308,2019,123,13.8,31.7,106.4,88.8,92.3,84.8,428,194,385,42,12.4,34.1,9,7.3,4.9
Hedges, Austin,12976,595978,2019,206,21.6,32,108.7,86.7,92,81.7,449,195,403,67,9.6,32.5,17,8.3,4.9
Biggio, Cavan,19252,624415,2019,233,20.1,44.2,104.6,88.9,92.1,82.6,429,227,392,93,13.8,39.9,21,9,4.9
Castro, Starlin,4579,516770,2019,534,11,29.6,113.3,88.5,91.5,87.4,438,163,399,201,16.4,37.6,33,6.2,4.9
Aguilar, Jesús,11342,542583,2019,240,13.8,35,112.2,89.4,93.2,87.1,446,176,402,93,13.8,38.8,18,7.5,4.9
Lamb, Jake,13329,571875,2019,134,14.2,33.6,110.4,90.7,94.1,87.9,455,197,399,57,14.4,42.5,11,8.2,4.9
Culberson, Charlie,3298,518586,2019,93,13.2,39.8,107.7,88.3,93.3,84.3,437,181,392,28,9.2,30.1,7,7.5,4.9
Díaz, Aledmys,15937,649557,2019,188,12,28.2,109.9,88.3,92.9,86.1,424,165,377,63,15.5,33.5,12,6.4,4.9
Profar, Jurickson,10815,595777,2019,387,14,29.7,108.2,86.7,91.8,83.7,425,173,387,118,12.7,30.5,25,6.5,4.8
Martínez, José,7996,500874,2019,254,6.9,36.6,110.8,88.9,93.6,85.3,440,161,412,99,14.6,39,18,7.1,4.8
Federowicz, Tim,8609,543148,2019,47,19.2,42.6,105.2,90.4,93.3,86.5,434,207,426,20,12.5,42.6,4,8.5,4.8
McBroom, Ryan,16524,643436,2019,50,7.3,38,112.5,84.9,91.1,81.2,406,152,,18,12.4,36,4,8,4.8
Stewart, Christin,17714,621514,2019,272,19.1,37.1,112,86.9,91.6,81.1,419,198,402,92,11.5,33.8,20,7.4,4.8
Ahmed, Nick,12147,605113,2019,456,7.6,35.7,108.3,87.8,91.8,84.6,443,163,410,155,13.3,34,30,6.6,4.8
Ramírez, José,13510,608070,2019,414,19.8,32.6,112.1,89.2,91.8,87.7,431,201,397,148,16.1,35.7,26,6.3,4.8
Mercer, Jordy,6547,474568,2019,199,13.2,37.2,107.5,86.9,92.2,84.2,424,177,401,72,16,36.2,13,6.5,4.8
Calhoun, Willie,17838,641432,2019,258,17.6,35.3,111.9,89.7,92.9,90.1,434,193,393,105,16.7,40.7,16,6.2,4.7
Smith, Kevan,12284,607345,2019,155,5.7,37.4,110.1,89.5,91.4,87.8,427,155,392,64,17.9,41.3,10,6.5,4.7
Rizzo, Anthony,3473,519203,2019,429,12.6,36.8,113.4,89,92.5,87,472,178,401,158,14,36.8,29,6.8,4.7
Ramirez, Harold,14387,623912,2019,331,3.8,29,113,88.9,92,87.8,433,137,389,115,12.8,34.7,21,6.3,4.7
Dini, Nick,18206,664926,2019,40,24.4,35,106.6,89.7,94.1,83.7,395,221,390,16,12.3,40,3,7.5,4.7
Votto, Joey,4314,458015,2019,405,15.2,40.7,109.5,88.9,91.4,85.7,425,195,399,151,14.8,37.3,28,6.9,4.6
Pujols, Albert,1177,405395,2019,431,12.5,26.5,112.3,88.3,92.2,87.2,438,168,403,155,16.7,36,25,5.8,4.6
McCutchen, Andrew,9847,457705,2019,164,12.7,32.9,110.3,90.6,93.3,89.6,431,175,399,67,16.2,40.9,12,7.3,4.6
Reynolds, Bryan,19326,668804,2019,373,9.4,37,112.1,89.5,92.4,87.5,424,171,401,153,14.7,41,25,6.7,4.6
Russell, Addison,14106,608365,2019,160,9.1,33.1,107.2,86.9,90.3,84.6,414,166,395,45,9.8,28.1,11,6.9,4.6
Cabrera, Miguel,1744,408234,2019,390,12.3,38.2,111.4,90.3,92.4,89.1,453,174,396,173,17.2,44.4,25,6.4,4.6
Gonzalez, Marwin,5497,503556,2019,328,11,35.1,109.2,90.7,94.5,87.9,437,174,403,144,16.2,43.9,21,6.4,4.5
Fowler, Dexter,4062,451594,2019,350,12.9,40.6,111.1,85.5,90.5,80.1,430,184,391,99,9.6,28.3,26,7.4,4.5
Verdugo, Alex,17027,657077,2019,300,9,33.7,111.3,89.4,93.1,88,459,163,400,117,17.9,39,17,5.7,4.5
Villar, Jonathan,10071,542340,2019,472,8.2,30.3,114,88.9,92.8,87.5,456,160,412,175,12.5,37.1,32,6.8,4.5
Díaz, Isan,17922,656371,2019,121,18.2,25.6,104,88.5,92.6,86.7,425,180,395,39,12.6,32.2,9,7.4,4.5
Gomes, Yan,9627,543228,2019,231,18.1,32,107.6,87.6,91.6,84.6,447,191,406,83,11.8,35.9,16,6.9,4.5
Walker, Neil,7539,435522,2019,261,11.7,40.6,106.2,86.2,89.1,83.5,428,179,400,81,11.6,31,17,6.5,4.5
Vázquez, Christian,9774,543877,2019,387,13.2,37.5,107.4,89.4,92.8,86.5,443,188,387,152,15.1,39.3,23,5.9,4.4
Gosselin, Phil,10953,594838,2019,49,15.1,30.6,105.7,88.6,91.1,86.8,392,183,,18,15,36.7,3,6.1,4.4
Delmonico, Nicky,13157,547170,2019,38,15.9,28.9,110.2,87,90.2,89.7,402,166,402,13,9.6,34.2,3,7.9,4.4
Granderson, Curtis,4747,434158,2019,221,19.4,38.5,107,88.8,92.9,82.8,439,201,393,77,12.4,34.8,16,7.2,4.4
Brantley, Michael,4106,488726,2019,513,10.6,36.3,108.9,88.8,92.4,87.1,438,167,394,187,18.5,36.5,28,5.5,4.4
La Stella, Tommy,12371,600303,2019,264,13.3,35.2,105.9,88.2,92.7,85.3,433,173,397,83,16.3,31.4,14,5.3,4.4
Gregorius, Didi,6012,544369,2019,273,17.9,28.9,110.8,88.2,91.6,88.5,413,187,390,95,12.5,34.8,15,5.5,4.4
Dozier, Brian,9810,572821,2019,312,19,32.4,106.6,88.5,92.9,84.6,435,191,394,110,13.8,35.3,21,6.7,4.4
Wade Jr., LaMonte,18126,664774,2019,47,11.6,34,106.6,88.7,94.1,85.6,416,179,409,19,20.7,40.4,3,6.4,4.3
Chirinos, Robinson,3142,455139,2019,248,16.9,35.5,107.8,87,92.8,80.4,431,182,395,90,11.1,36.3,19,7.7,4.3
McKinney, Billy,15654,641856,2019,182,15.2,31.3,110.8,86.7,92.1,83.7,415,173,384,58,12.1,31.9,12,6.6,4.3
Naylor, Josh,18839,647304,2019,190,4.5,30,115.1,89.6,93.6,88.1,448,146,404,69,13.5,36.3,12,6.3,4.3
Guillorme, Luis,16451,641645,2019,49,16.8,32.7,103.4,87,89.7,85.2,405,170,405,13,11.1,26.5,3,6.1,4.3
Stallings, Jacob,13723,607732,2019,152,11.4,28.3,106.1,89.2,92.4,87.1,413,164,395,56,15,36.8,9,5.9,4.3
Carpenter, Matt,8090,572761,2019,293,19,36.2,108.9,88,91.8,81.8,442,206,406,89,10.2,30.4,21,7.2,4.3
Herrmann, Chris,9284,543302,2019,56,6.7,26.8,105,88.7,91.5,87.9,407,134,407,18,10.2,32.1,4,7.1,4.3
Dean, Austin,18288,621573,2019,133,9.4,33.8,113.1,88.7,92.1,86.1,418,164,389,52,14.8,39.1,8,6,4.2
Flores, Wilmer,5827,527038,2019,235,16.4,36.6,106.3,87.4,89.3,86.7,422,179,392,72,14.2,30.6,12,5.1,4.2
Hicks, John,12547,543308,2019,211,16.2,34.1,112.5,87.9,93.6,83.9,447,175,395,63,8.2,29.9,14,6.6,4.2
Joyce, Matt,3353,459964,2019,155,16.8,38.1,106.7,87.7,90.5,84.3,395,192,383,52,12.1,33.5,10,6.5,4.2
Long Jr., Shed,16542,643418,2019,112,11.1,28.6,107.7,87.6,91.1,86.1,404,152,377,40,13.4,35.7,7,6.3,4.2
Jansen, Danny,16535,643376,2019,270,16.3,31.9,111.4,88.9,92.6,87.7,430,186,409,108,15.8,40,16,5.9,4.2
Taylor, Michael A.,11489,572191,2019,56,8.9,32.1,111,91.5,97.6,86.8,398,169,398,24,13.2,42.9,4,7.1,4.1
McCann, Brian,4810,435263,2019,230,11.4,32.2,108.2,88.8,92.5,87.4,426,168,396,81,14.5,35.2,13,5.7,4.1
Kipnis, Jason,9776,543401,2019,381,14.1,33.1,107.1,88.1,91.2,85.4,449,182,393,130,14.3,34.1,21,5.5,4.1
Beaty, Matt,17710,607461,2019,216,10.3,28.2,114.3,89.4,92.7,88.7,430,162,399,87,19.3,40.3,11,5.1,4.1
Bradley, Bobby,17278,656252,2019,25,10.1,32,113.5,91.9,98.8,84.9,457,167,457,10,10.5,40,2,8,4.1
Harrison, Josh,8202,543281,2019,112,19.6,32.1,105,86.3,89.5,84.3,417,186,417,33,10.7,29.5,6,5.4,4.1
Puello, César,7216,527049,2019,88,-3.5,28.4,110.4,86.3,93.2,82.4,432,121,400,23,9.1,26.1,6,6.8,4.1
Hechavarría, Adeiny,10459,588751,2019,156,11.8,30.8,105.9,87.6,92.6,84.5,422,175,386,46,10.5,29.5,9,5.8,4.1
Tauchman, Mike,15274,643565,2019,190,11.3,39.5,109.8,88.7,91.4,87.7,413,181,381,74,13.4,38.9,12,6.3,4.1
Cordell, Ryan,15181,641477,2019,156,19.2,25.6,109.2,88.8,94.6,86.2,450,184,408,50,10.5,32.1,10,6.4,4
Pillar, Kevin,12434,607680,2019,529,14.1,33.1,111.7,86.4,90.8,84,440,166,400,163,13.1,30.8,26,4.9,4
Edman, Tommy,19470,669242,2019,265,14.2,37.4,110.1,87.4,90.6,85.8,421,178,387,89,13.6,33.6,14,5.3,4
Hays, Austin,19363,669720,2019,55,11.5,47.3,108.5,91,93,89.1,403,196,390,23,17,41.8,3,5.5,4
Kramer, Kevin,17689,596012,2019,27,20.1,40.7,107,86.2,89.6,80.3,388,216,,10,9.3,37,2,7.4,4
France, Ty,17982,664034,2019,136,15.1,31.6,110.4,88.9,92,88.2,424,169,382,58,14.8,42.6,8,5.9,4
O'Neill, Tyler,15711,641933,2019,88,19.9,29.5,111.8,89,94,85.9,433,180,411,32,10.2,36.4,6,6.8,4
Kiermaier, Kevin,11038,595281,2019,345,6.9,26.4,111.4,89.2,93.3,88.3,437,148,403,130,13.4,37.7,19,5.5,4
Gordon, Alex,5209,460086,2019,463,9.3,33.7,110.6,88.7,92.5,85.5,454,171,399,178,15.8,38.4,25,5.4,3.9
Rengifo, Luis,19858,650859,2019,268,9.6,31,108.6,87.1,90.6,85.4,427,154,411,79,10.7,29.5,16,6,3.9
Goodwin, Brian,12858,571718,2019,288,18.4,38.5,111.4,87.6,91.1,83.5,453,202,397,94,11.3,32.6,18,6.3,3.9
Hernández, Enrique,10472,571771,2019,321,19.4,35.5,113.3,88.3,91.8,86.7,432,190,398,110,12.6,34.3,18,5.6,3.9
Heyward, Jason,4940,518792,2019,406,11.3,31.8,111.8,88.8,91.2,88.2,427,169,391,147,14.5,36.2,23,5.7,3.9
Galvis, Freddy,6609,520471,2019,415,14.8,31.8,105.6,88.8,91.3,87.4,434,179,388,151,12.2,36.4,23,5.5,3.9
Cabrera, Asdrúbal,4962,452678,2019,351,14.4,37.3,108.4,89.1,93.2,85.2,416,192,390,124,13.1,35.3,20,5.7,3.9
Anderson, Tim,15172,641313,2019,391,8.7,37.6,107.8,88.3,90.7,86.7,440,169,398,148,14.3,37.9,20,5.1,3.9
Osuna, José,12937,591741,2019,217,9.8,32.3,110.2,89.2,92.8,86.7,445,175,409,80,14.8,36.9,11,5.1,3.9
Rojas, Josh,19734,668942,2019,97,10.3,38.1,107.4,89,95.5,83.7,429,169,401,41,14.7,42.3,6,6.2,3.8
Goodrum, Niko,12092,592348,2019,287,13,37.3,109.4,89.3,92.5,86.8,419,178,381,119,12.6,41.5,18,6.3,3.8
Casali, Curt,12510,592200,2019,151,18.5,42.4,104.1,87.2,89.5,83.4,420,211,389,45,10.8,29.8,9,6,3.8
Martin, Leonys,11846,547982,2019,161,16.9,27.3,110.1,87.3,91.9,84.8,436,167,403,44,8.1,27.3,10,6.2,3.8
Peralta, David,2136,444482,2019,296,6.4,29.1,113.2,90.1,94.5,88,448,151,409,121,15.4,40.9,16,5.4,3.8
Crawford, Brandon,5343,543063,2019,387,8.3,36.7,106.7,87.8,92.8,83.9,443,163,401,136,12.2,35.1,21,5.4,3.8
Cervelli, Francisco,5275,465041,2019,101,12,35.6,106.8,86.9,91.3,83,431,179,397,32,11.8,31.7,6,5.9,3.8
